pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_type,year_established,required_hours,required_size,required_amenities,other_requirements,confirmed_pops_violation_count,post_2017_dob_enforcement_count,property_only_action_count,needs_review_count,any_linked_bulletin_action_count,confirmed_penalties_total,latest_enforcement_date,latest_enforcement_date_precision,enforcement_ids_confirmed,comptroller_2017_inspected,comptroller_2017_compliant,comptroller_2017_findings,comptroller_2017_audit_row,comptroller_2017_match_confidence,evidence_note
M080046,Manhattan,200 EAST 82 STREET,Wimbledon,1015270045,1048579,40.775905,-73.955688,Plaza,1980,24 Hours,Plaza 2536.00 sf,None,,0,0,0,0,0,0,,,,True,no,,291.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080048,Manhattan,250 EAST 87 STREET,Newbury,1015320022,1048799,40.778385,-73.951833,Plaza,1970,24 Hours,Plaza 6667.67 sf,None,,0,0,0,0,0,0,,,,True,construction,,292.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080049,Manhattan,201 EAST 87 STREET,Claridge House,1015330001,1048809,40.779615,-73.95284,Park; Plaza,1975,24 Hours,Park 2698.90 sf; Plaza 0.00 sf,Artwork; Lighting; Planting; Seating; Trees within Space; Water Feature,,2,2,0,0,2,9000,2023-12,bulletin_month,EA-201902-a0ffcc9121;EA-202312-06276353c3,True,no,,293.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080050,Manhattan,200 EAST 89 STREET,Monarch,1015347501,1073221,40.78051,-73.952402,Residential Plaza,1988,Restricted Hours,Residential Plaza 4868.40 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,294.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080051,Manhattan,200 EAST 90 STREET,,1015350003,1048876,40.78099,-73.951976,Plaza,1974,24 Hours,Plaza 5937.71 sf,None,,0,0,0,0,0,0,,,,True,no,,295.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080053,Manhattan,301 EAST 79 STREET,Continental Towers,1015427501,1049261,40.773327,-73.954245,Plaza,1977,24 Hours,Plaza 8810.20 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,no,,296.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080054,Manhattan,345 EAST 80 STREET,East Winds,1015437501,1076841,40.773469,-73.952306,Plaza,1973,24 Hours,Plaza 7070.00 sf,None,,0,0,0,0,0,0,,,,True,no,,297.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080055,Manhattan,303 EAST 83 STREET,Camargue,1015460001,1049916,40.776028,-73.952651,Plaza,1977,24 Hours,Plaza 6518.10 sf,None,,1,1,1,1,2,5000,2020-08,bulletin_month,EA-202008-64b4b76872,True,no,,298.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080056,Manhattan,353 EAST 83 STREET,,1015460023,1049931,40.775349,-73.9509,Plaza,1968,24 Hours,Plaza 5640.62 sf,None,,0,0,0,0,0,0,,,,True,no,,299.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080057,Manhattan,351 EAST 84 STREET,Adams Tower,1015470023,1049968,40.775988,-73.950441,Plaza,1969,24 Hours,Plaza 6694.95 sf,None,,0,0,0,0,0,0,,,,True,no,,300.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080058,Manhattan,300 EAST 85 STREET,America,1015470049,1078565,40.776864,-73.952051,Residential Plaza,1987,24 Hours,Residential Plaza 5300.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,301.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080059,Manhattan,301 EAST 87 STREET,Corniche,1015500001,1050044,40.77861,-73.950797,Plaza,1974,24 Hours,Plaza 3357.00 sf,Bicycle Parking; Litter Receptacles; Planting; Plaque/Sign; Seating,,0,0,0,0,0,0,,,,True,no,,302.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080060,Manhattan,340 EAST 93 STREET,Plymouth Tower,1015550023,1078668,40.781182,-73.946704,Residential Plaza,1977,24 Hours,Residential Plaza 7323.83 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,"treatment of building walls with decorative lattice screen and stucco wall surfacing on East 92nd Street and East 93rd Street, gazebo in area adjacent to garage entrance on East 93rd Street",0,0,0,0,0,0,,,,True,construction,,303.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080061,Manhattan,345 EAST 93 STREET,Mill Rock Plaza,1015560023,1050288,40.78178,-73.946256,Plaza; Special Permit Arcade,1975,24 Hours,Plaza 10507.00 sf; Special Permit Arcade 1900.00 sf,Planting; Seating; Tables; Trees on Street; Trees within Space; Water Feature,,1,1,0,0,1,5000,2022-03,bulletin_month,EA-202203-58df6dea64,True,no,,304.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080062,Manhattan,300 EAST 93 STREET,Waterford,1015557501,1073539,40.781993,-73.948325,Residential Plaza,1987,Restricted Hours,Residential Plaza 4962.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,yes,,305.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080064,Manhattan,401 EAST 80 STREET,,1015600001,1050360,40.773206,-73.951638,Residential Plaza,1980,Restricted Hours,Residential Plaza 5689.91 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,Primary Space: 120 sf trellis,1,1,0,0,1,5000,2020-05,bulletin_month,EA-202005-aea37ed8e8,True,construction,,306.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080066,Manhattan,401 EAST 84 STREET,Dunhill,1015647502,1073786,40.775565,-73.949915,Open Plaza,1987,24 Hours,Open Plaza 846.00 sf,Other Required; Planting; Trees on Street; Trees within Space,12 lamp posts of the kind used throughout the City's public park system,1,1,0,0,1,4000,2019-03,bulletin_month,EA-201903-8982fd5afd,True,no,,307.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080068,Manhattan,444 EAST 86 STREET,,1015650029,1050543,40.77588,-73.947885,Plaza,1974,24 Hours,Plaza 7610.00 sf,Lighting; Planting; Seating; Trees within Space,,0,0,0,0,0,0,,,,True,no,,308.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080069,Manhattan,1675 YORK AVENUE,Andover,1015680021,1050621,40.77771,-73.946331,Plaza,1974,24 Hours,Plaza 11754.00 sf,None,,0,0,0,0,0,0,,,,True,no,,309.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080070,Manhattan,1725 YORK AVENUE,East River Towers,1015690016,1050634,40.778319,-73.94598,Plaza,1970,24 Hours,Plaza 7862.85 sf,None,,0,0,0,0,0,0,,,,True,construction,,310.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080071,Manhattan,515 EAST 79 STREET,Austen House,1015760014,1050766,40.771028,-73.948828,Residential Plaza,1982,24 Hours,Residential Plaza 5965.62 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,311.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080072,Manhattan,1520 YORK AVENUE,Caldwell,1015770001,1050869,40.772184,-73.949394,Plaza,1972,24 Hours,Plaza 7385.52 sf,None,,1,1,0,0,1,5000,2023-06,bulletin_month,EA-202306-c4e4c10bce,True,construction,,312.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080073,Manhattan,60 EAST END AVENUE,,1015790023,1051164,40.772792,-73.946952,Plaza,1972,24 Hours,Plaza 7273.67 sf,None,,0,0,0,0,0,0,,,,True,no,,313.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080075,Manhattan,303 EAST 60 STREET,Evansview,1014357501,1072231,40.761347,-73.963184,Residential Plaza,1987,Restricted Hours,Residential Plaza 4316.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,314.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080076,Manhattan,524 EAST 72 STREET,Belaire,1014837501,1072695,40.765855,-73.952478,Residential Plaza,1988,Restricted Hours,Residential Plaza 8412.66 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,315.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080078,Manhattan,455 EAST 86 STREET,Channel Club,1015667501,1073878,40.776355,-73.947177,Residential Plaza,1986,24 Hours,Residential Plaza 1982.50 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,316.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080080,Manhattan,525 EAST 72 STREET,One East River Place,1014840016,1000000,40.766492,-73.952113,Public Park,1988,Restricted Hours,Public Park 4904.00 sf,Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees within Space; Water Feature,"gate house at southeast corner; construction of ""Park/Overlook"" at termination of East 72nd Street",0,0,0,1,1,0,,,,True,yes,,317.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080082,Manhattan,211 EAST 70 STREET,,1014250005,1043921,40.768406,-73.960545,Park-Like Open Space; Plaza; Variance Arcade,1975,24 Hours; Restricted Hours,Park-Like Open Space 31196.00 sf; Plaza 2010.00 sf; Variance Arcade 4664.00 sf,Planting; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,yes,,318.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080085,Manhattan,301 EAST 94 STREET,Marmara Manhattan,1015577502,1050324,40.782975,-73.947598,Residential Plaza,1989,24 Hours,Residential Plaza 3310.54 sf,Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,319.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080086,Manhattan,200 EAST 69 STREET,Trump Palace,1014237501,1043902,40.767289,-73.961762,Residential Plaza,1991,Restricted Hours,Residential Plaza 8424.85 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,320.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080089,Manhattan,235 EAST 95 STREET,Normandie Court,1015410021,1083228,40.78426,-73.948251,Residential Plaza,1986,24 Hours,Residential Plaza 19863.00 sf,Bicycle Parking; Drinking Fountain; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,321.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080093,Manhattan,1850 2 AVENUE,,1015580050,1050342,40.783875,-73.946954,Arcade,1987,24 Hours,Arcade 1500.00 sf,None,,0,0,0,0,0,0,,,,True,construction,,322.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080094,Manhattan,400 EAST 84 STREET,Strathmore,1015630004,1085139,40.775165,-73.950164,Residential Plaza,1989,24 Hours,Residential Plaza 7836.95 sf,Bicycle Parking; Drinking Fountain; Lighting; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,5000,2022-09,bulletin_month,EA-202209-3879bf100f,True,no,,323.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080097,Manhattan,330 EAST 75 STREET,Saratoga,1014497501,1044935,40.769798,-73.955251,Residential Plaza,1985,24 Hours,Residential Plaza 4862.75 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,324.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080098,Manhattan,422 EAST 72 STREET,Oxford,1014667501,1045832,40.766853,-73.955026,Residential Plaza,1990,24 Hours,Residential Plaza 4757.64 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,325.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080099,Manhattan,750 LEXINGTON AVENUE,International Plaza,1013940013,1075639,40.762669,-73.968262,Plaza,1986,24 Hours,Plaza 7597.99 sf,None,,0,0,0,0,0,0,,,,True,no,,326.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080100,Manhattan,401 EAST 60 STREET,Bridge Tower Place,1014557501,1045271,40.760375,-73.960679,Residential Plaza,1999,24 Hours,Residential Plaza 6736.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,stucco treated wall,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080101,Manhattan,205 EAST 92 STREET,The Easton,1015387501,1090174,40.782666,-73.95031,Non-Bonused Open Area; Public Plaza,2016,24 Hours,Non-Bonused Open Area 0.00 sf; Public Plaza 10678.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,skylight,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M080102,Manhattan,2 WEST LOOP ROAD,Cornell Tech,1013730035,1090299,40.755487,-73.956228,Public Access Area,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M090001,Manhattan,614 WEST 131 STREET,Manhattanville,1019970001,1090647,40.817859,-73.958615,Grove; Large Square; Midblock Open Area; Small Square,,,,Plaque/Sign,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M110001,Manhattan,175 EAST 96 STREET,Monterey,1016240033,1082901,40.785712,-73.949629,Residential Plaza,1992,24 Hours,Residential Plaza 12720.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,"[p.12] ements. As an illustration of the types of violations we found, the following are three examples of non- complying conditions found at a single POPS located at 175 East 96th Street in Manhattan as seen in photographs taken on July 18, 2016. DOB officials agreed with our auditors that the conditions shown in these photos violated City regulations. Office of New York City Comptroller Scott M. Stringer SR16-102A 9 || [p.13] Privately Owned Public Space at 175 East 96th Street, Manhattan The POPS at 175 East 96th Street is a Residential Plaza intended for public use but as can be seen in the photo below, a Members Only sign has been posted on the site, which indicates that the area is not open to the public. As reflected in this ne || [p.13] Privately Owned Public Space at 175 East 96th Street, Manhattan The POPS at 175 East 96th Street is a Residential Plaza intended for public use but as can be seen in the photo below, a Members Only sign has been posted on the site, which indicates that the area is not open to the public. As reflected in this next photograph below, we also saw that variou",10.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M110003,Manhattan,60 EAST 112 STREET,Sendero Verde,1016177502,1091648,40.796772,-73.946059,Public Access Area,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M110004,Manhattan,225 EAST 126 STREET,East Harlem MECC,1017910001,1090333,40.804311,-73.93422,'Public Plaza',,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
Q020001,Queens,1 COURT SQUARE,Citicorp at Court Square,4000790030,4307108,40.747058,-73.944064,Landscaped Public Open Space; Pedestrian Circulation Space,1989,24 Hours,Landscaped Public Open Space 0.00 sf; Pedestrian Circulation Space 0.00 sf,Escalator; Subway; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,332.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
Q020002,Queens,69-02 QUEENS BOULEVARD,,4024320009,4000000,40.739699,-73.89534,Pedestrian Walkway,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
Q060001,Queens,61-01 JUNCTION BOULEVARD,Rego Park Mall,4020807501,4615634,40.733127,-73.863031,Publicly Accessible Pedestrian Area,2010,Restricted Hours,Publicly Accessible Pedestrian Area 0.00 sf,Elevator; Escalator; Lighting; Other Required; Planting; Plaque/Sign; Seating; Tables,"security, kiosk",0,0,0,0,0,0,,,,True,yes,,333.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
Q070001,Queens,138-35 39 AVENUE,Flushing Commons,4049787502,4607310,40.761235,-73.827713,Publicly Accessible Open Space,,,,,,1,1,0,0,1,5000,2024-02,bulletin_month,EA-202402-57e1712c87,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
Q140001,Queens,20-52 MOTT AVENUE,Rockaway Village,4155377501,4000000,40.6053,-73.753265,,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
R010001,Staten Island,155 RICHMOND TERRACE,NY Wheel,5000020022,5164632,40.647158,-74.078641,,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
R020001,Staten Island,475 BRIELLE AVENUE,Landmark Colony,5019550001,5134761,40.59183,-74.13974,Publicly Accessible Open Space,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
X010001,Bronx,671 BROOK AVENUE,La Central,2023610050,2127324,40.817686,-73.913747,Skate Park,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
X020001,Bronx,1201 SPOFFORD AVENUE,Spofford Campus,2027380035,2000000,40.814348,-73.890006,Publicly Accessible Open Space,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
X030001,Bronx,1560 BOONE AVENUE,,2030147502,2129027,40.833607,-73.884159,Publicly Accessible Open Areas,,,,,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
