pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_type,year_established,required_hours,required_size,required_amenities,other_requirements,confirmed_pops_violation_count,post_2017_dob_enforcement_count,property_only_action_count,needs_review_count,any_linked_bulletin_action_count,confirmed_penalties_total,latest_enforcement_date,latest_enforcement_date_precision,enforcement_ids_confirmed,comptroller_2017_inspected,comptroller_2017_compliant,comptroller_2017_findings,comptroller_2017_audit_row,comptroller_2017_match_confidence,evidence_note
M050110,Manhattan,835 6 AVENUE,Hotel Eventi,1008057502,1015146,40.747129,-73.990281,Public Plaza; Urban Plaza,2010,24 Hours,Urban Plaza 10819.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature,screen wall; Movable Tables and Chairs; Open Air Cafe,2,2,0,0,2,20000,2022-09,bulletin_month,EA-202105-dd6c35ec41;EA-202209-ed2c856b97,True,no,,83.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050111,Manhattan,172 MADISON AVENUE,,1008637502,1089701,40.747406,-73.983637,Public Plaza,2017,24 Hours,Public Plaza 3612.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050112,Manhattan,432 PARK AVENUE,432 Park Avenue,1012927502,1088817,40.7615,-73.971797,Public Plaza,2017,24 Hours,Public Plaza 6340.69 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,decorative back painted glass panel,0,0,1,1,1,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050113,Manhattan,1185 BROADWAY,,1008307503,1000000,40.745677,-73.989083,Public Plaza,,24 Hours,Public Plaza 4184.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050115,Manhattan,1241 BROADWAY,,1008320017,1090786,40.747409,-73.988671,Arcade,,,,,,0,0,1,1,1,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050116,Manhattan,270 PARK AVENUE,,1012830021,1091010,40.755982,-73.97599,Pedestrian Circulation Space,,24 Hours,,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Plaque/Sign; Seating; Trees on Street; Trees within Space,"1 Canopy; Steps are 5"" high with 15"" tread; water features",0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M050117,Manhattan,415 MADISON AVENUE,,1012840021,1000000,40.756662,-73.976058,Open Air Concourse,,,,Bicycle Parking,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060002,Manhattan,155 EAST 29 STREET,Biltmore Plaza,1008850042,1018263,40.742964,-73.98057,Plaza,1981,24 Hours,Plaza 6121.00 sf,None,,0,0,0,0,0,0,,,,True,no,,161.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060003,Manhattan,155 EAST 31 STREET,Windsor Court,1008870030,1078756,40.744476,-73.980112,Residential Plaza,1987,Restricted Hours,Residential Plaza 6590.68 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,162.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060005,Manhattan,150 EAST 34 STREET,Dumont Plaza,1008890055,1018507,40.745895,-73.979288,Residential Plaza,1987,24 Hours,Residential Plaza 3516.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,Primary Space: pavilion,0,0,0,0,0,0,,,,True,no,,163.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060006,Manhattan,166 EAST 34 STREET,,1008890039,1018502,40.745467,-73.978675,Plaza,1974,24 Hours,Plaza 4412.40 sf,Plaque/Sign,,0,0,1,1,1,0,,,,True,yes,,164.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060007,Manhattan,115 EAST 34 STREET,Murray Hill,1008900011,1018517,40.746892,-73.980165,Plaza,1980,24 Hours,Plaza 1330.00 sf,None,,0,0,0,0,0,0,,,,True,no,,165.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060008,Manhattan,132 EAST 35 STREET,Murray Hill House,1008900020,1018519,40.746873,-73.979696,Plaza,1969,24 Hours,Plaza 3966.99 sf,None,,0,0,0,0,0,0,,,,True,no,,166.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060009,Manhattan,560 3 AVENUE,Murray Hill Mews,1008930041,1019099,40.748093,-73.976866,Plaza,1974,Restricted Hours,Plaza 6594.50 sf,Planting; Plaque/Sign; Seating,,0,0,0,0,0,0,,,,True,yes,,167.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060010,Manhattan,600 3 AVENUE,,1008950045,1019483,40.749359,-73.975952,Arcade; Plaza,1970,24 Hours,Arcade 1974.60 sf; Plaza 6582.83 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,168.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060011,Manhattan,201 EAST 17 STREET,Park Towers Medical Plaza,1008980001,1019551,40.735365,-73.985267,Plaza,1973,24 Hours,Plaza 7738.14 sf,None,,1,1,0,0,1,5000,2023-08,bulletin_month,EA-202308-1b9c577208,True,yes,,169.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060012,Manhattan,200 EAST 24 STREET,Crystal House,1009040050,1019782,40.739149,-73.982513,Plaza,1972,24 Hours,Plaza 3079.22 sf,None,,0,0,0,0,0,0,,,,True,no,,170.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060014,Manhattan,240 EAST 27 STREET,Parc East Tower Apartments,1009070025,1019855,40.740247,-73.97964,Mini-Park; Public Open Area,1977,24 Hours; Restricted Hours,Mini-Park 7486.00 sf; Public Open Area 5532.77 sf,Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,"closed circuit television surveillance system, daily cleaning",1,1,0,0,1,10000,2020-01,bulletin_month,EA-202001-feabef4b89,True,no,,171.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060015,Manhattan,200 EAST 33 STREET,Laurence Tower,1009130001,1020078,40.744616,-73.97848,Plaza,1972,24 Hours,Plaza 6583.83 sf,None,,0,0,1,1,1,0,,,,True,no,,172.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060016,Manhattan,240 EAST 38 STREET,,1009187501,1020338,40.747289,-73.97495,Arcade; Plaza,1967,24 Hours,Arcade 5358.30 sf; Plaza 9041.70 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,173.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060017,Manhattan,222 EAST 39 STREET,The Nash,1009190042,1020361,40.748203,-73.974848,Plaza,1972,24 Hours,Plaza 4371.45 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,0,0,0,0,0,0,,,,True,no,,174.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060018,Manhattan,845 1 AVENUE,Trump World Tower,1013407501,1038909,40.752562,-73.96782,Residential Plaza,2000,24 Hours,Residential Plaza 6694.00 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,False,,,,,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060019,Manhattan,250 EAST 40 STREET,Highpoint,1009207501,1076162,40.74854,-73.973654,Residential Plaza,1988,24 Hours,Residential Plaza 6427.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,yes,,175.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060020,Manhattan,300 EAST 34 STREET,,1009390001,1078843,40.744286,-73.975684,Arcade; Plaza,1974,24 Hours,Arcade 4332.00 sf; Plaza 6102.64 sf,Planting; Retail Frontage,,0,0,0,0,0,0,,,,True,yes,,176.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060021,Manhattan,330 EAST 38 STREET,Corinthian,1009437501,1076166,40.746328,-73.97272,Residential Plaza,1987,24 Hours,Residential Plaza 27191.50 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,4000,2019-03,bulletin_month,EA-201903-804a3d5cf7,True,no,,177.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060022,Manhattan,330 EAST 39 STREET,New York Tower,1009440010,1021923,40.747088,-73.972452,Plaza,1980,24 Hours,Plaza 11512.00 sf,None,,0,0,0,0,0,0,,,,True,no,,178.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060023,Manhattan,311 EAST 38 STREET,Whitney,1009447501,1021933,40.747242,-73.973221,Residential Plaza,1984,24 Hours,Residential Plaza 3871.17 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,2 additional amenities,0,0,0,0,0,0,,,,True,no,,179.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060024,Manhattan,728 2 AVENUE,Churchill,1009457501,1022051,40.748002,-73.972838,Plaza,1966,24 Hours,Plaza 15898.66 sf,None,,0,0,1,1,1,0,,,,True,no,,180.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060025,Manhattan,630 1 AVENUE,Manhattan Place,1009687501,1022060,40.745155,-73.971836,Residential Plaza,1984,24 Hours,Residential Plaza 16390.45 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,1,1,0,0,1,5000,2019-04,bulletin_month,EA-201904-9a49b5395d,True,no,,181.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060026,Manhattan,622 3 AVENUE,Grand Central Plaza,1012950033,1089024,40.75008,-73.975876,Arcade; Landscaped Terrace; Plaza; Through Block Arcade; Urban Plaza,1971,24 Hours; Restricted Hours,Arcade 1398.00 sf; Landscaped Terrace 0.00 sf; Plaza 3913.00 sf; Through Block Arcade 4621.00 sf; Urban Plaza 7906.00 sf,Bicycle Parking; Elevator; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space,stairway from Third Avenue to Landscaped Terrace,0,0,0,0,0,0,,,,True,no,,182.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060027,Manhattan,140 EAST 45 STREET,Two Grand Central Tower,1012990027,1036176,40.752748,-73.9741,Arcade; Sidewalk Widening; Urban Plaza,1982,24 Hours,Arcade 4196.00 sf; Sidewalk Widening 1000.00 sf; Urban Plaza 1000.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street,,0,0,0,0,0,0,,,,True,no,,183.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060028,Manhattan,141 EAST 48 STREET,Cosmopolitan,1013037501,1036233,40.755138,-73.972442,Pedestrian Circulation Space; Urban Plaza,1985,24 Hours,Pedestrian Circulation Space 0.00 sf; Urban Plaza 2760.83 sf,Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,construction,,184.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060029,Manhattan,780 3 AVENUE,,1013030033,1036228,40.755012,-73.971785,Sidewalk Widening; Urban Plaza,1984,24 Hours,Sidewalk Widening 2882.00 sf; Urban Plaza 3745.50 sf,Lighting; Litter Receptacles; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,185.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060030,Manhattan,800 3 AVENUE,,1013040033,1036446,40.755635,-73.971355,Arcade; Plaza,1972,24 Hours,Arcade 1626.67 sf; Plaza 6739.25 sf,None,,0,0,0,0,0,0,,,,True,yes,,186.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060031,Manhattan,599 LEXINGTON AVENUE,,1013070023,1036467,40.757866,-73.970752,Open Space and Sidewalk Widenings,1985,24 Hours,Open Space and Sidewalk Widenings 0.00 sf,Plaque/Sign; Subway; Trees on Street,,0,0,0,0,0,0,,,,True,yes,,187.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060032,Manhattan,153 EAST 53 STREET,Citigroup Center,1013087501,1036474,40.758398,-73.970037,Covered Pedestrian Space; Open Air Concourse; Plaza; Through Block Arcade,1975,24 Hours; Closing for Events; Restricted Hours,Covered Pedestrian Space 7247.00 sf; Open Air Concourse 5873.00 sf; Plaza 2266.00 sf; Through Block Arcade 4170.00 sf,Artwork; Escalator; Food Service; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees on Street; Trees within Space,"access to Covered Pedestrian Space from southwest corner of building on East 53rd Street, from northeast corner of building on Third Avenue through retail space and restaurant, from Open Air Concourse through building lobby, from Plaza on Lexington Avenue",0,0,0,0,0,0,,,,True,no,,188.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060033,Manhattan,900 3 AVENUE,,1013090032,1081162,40.758703,-73.969094,Sidewalk Widening,1983,24 Hours,Sidewalk Widening 2300.00 sf,Trees on Street,,0,0,0,0,0,0,,,,True,yes,,189.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060034,Manhattan,950 3 AVENUE,,1013110040,1036882,40.760198,-73.968094,Plaza,1971,24 Hours,Plaza 2305.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,190.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060035,Manhattan,150 EAST 58 STREET,Architects and Designers,1013120041,1036915,40.761036,-73.967924,Plaza,1969,24 Hours,Plaza 3600.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,191.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060037,Manhattan,245 EAST 40 STREET,Marlborough,1013140021,1037175,40.748957,-73.973343,Arcade; Plaza,1973,24 Hours,Arcade 648.00 sf; Plaza 7505.30 sf,None,,0,0,0,0,0,0,,,,True,no,,192.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060038,Manhattan,235 EAST 40 STREET,Vanderbilt,1013147501,1037178,40.74921,-73.973675,Residential Plaza,1986,24 Hours,Residential Plaza 9003.93 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,1,1,0,0,1,4000,2018-10,bulletin_month,EA-201810-a8c8497c54,True,no,,193.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060039,Manhattan,212 EAST 42 STREET,New York Helmsley Hotel,1013150044,1037547,40.750107,-73.973982,Urban Plaza,1980,24 Hours,Urban Plaza 3040.00 sf,Lighting; Litter Receptacles; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,194.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060040,Manhattan,201 EAST 42 STREET,,1013160001,1037549,40.751016,-73.973869,Plaza,1965,24 Hours,Plaza 1997.00 sf,Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street,,0,0,0,0,0,0,,,,True,construction,,195.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060041,Manhattan,685 3 AVENUE,,1013170001,1037555,40.751581,-73.973331,Augmented Sidewalk; Vest Pocket Park,1975,24 Hours; Restricted Hours,Augmented Sidewalk 570.00 sf; Vest Pocket Park 4000.00 sf,Food Service; Lighting; Planting; Seating; Tables; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,196.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060044,Manhattan,240 EAST 47 STREET,Dag Hammarskjold Tower,1013207501,1037607,40.752857,-73.970433,Non-Bonused Space; Residential Plaza,1982,24 Hours; Restricted Hours,Non-Bonused Space 0.00 sf; Residential Plaza 9638.56 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,yes,,197.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060045,Manhattan,212 EAST 47 STREET,L'Ecole,1013207506,1037599,40.753272,-73.971659,Plaza,1979,24 Hours,Plaza 5316.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,198.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060046,Manhattan,747 3 AVENUE,,1013200046,1081179,40.75348,-73.972049,Plaza,1972,24 Hours,Plaza 4572.58 sf,Artwork; Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street,,0,0,0,0,0,0,,,,True,yes,,199.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060047,Manhattan,885 2 AVENUE,1 Dag Hammarskjold Plaza,1013210022,1037988,40.753494,-73.970226,Additional Plaza; Plaza,1972,24 Hours,Additional Plaza 0.00 sf; Plaza 13962.00 sf,Planting; Seating,,0,0,0,0,0,0,,,,True,yes,,200.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060048,Manhattan,767 3 AVENUE,,1013210047,1037996,40.754219,-73.971406,Arcade; Urban Plaza,1981,24 Hours,Arcade 5067.74 sf; Urban Plaza 3065.50 sf,Lighting; Litter Receptacles; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,201.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060049,Manhattan,777 3 AVENUE,,1013220001,1038000,40.754712,-73.971092,Arcade; Plaza,1963,24 Hours,Arcade 5529.00 sf; Plaza 6393.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,202.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060050,Manhattan,255 EAST 49 STREET,Sterling Plaza,1013237501,1038254,40.754635,-73.96906,Residential Plaza,1985,24 Hours,Residential Plaza 4759.39 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,no,,203.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060051,Manhattan,805 3 AVENUE,Crystal Pavilion,1013230047,1038243,40.755388,-73.97054,Covered Pedestrian Space,1982,Restricted Hours,Covered Pedestrian Space 0.00 sf,Climate Control; Escalator; Lighting; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables; Trees within Space; Water Feature,"skylight; no banks, insurance or travel agencies, or similar businesses may face Covered Pedestrian Space",1,1,0,0,1,5000,2024-03,bulletin_month,EA-202403-f1bc2da717,True,no,,204.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060052,Manhattan,825 3 AVENUE,,1013247503,1081185,40.755906,-73.970095,Plaza,1969,24 Hours,Plaza 3969.00 sf,None,,0,0,0,0,0,0,,,,True,no,"[p.16] stating that the property is private; garbage stored in a plaza; and portions of the POPS closed to the public. One example of such violations can be found at 825 Third Avenue, Manhattan, which contains a POPS. This POPS was established as a plaza. However, we found that two restaurants had been allowed to take over a portion of the site for their private use. The two restaurants were using the POPS to seat and serve their patrons. || [p.16] th had cordoned off an area of the site with partitions to enclose tables, chairs, and umbrellas for use by private customers. The pictures below were taken at 825 Third Avenue in Manhattan, on July 13, 2016, and November 2, 2016, respectively. The property owner for this location has received the benefit of having an additional 39,411 square feet in floor area since 1969 in the building, but has not complied with the POPS agreement || [p.17] Privately Owned Public Space at 825 Third Avenue, Manhattan Moreover, the pictures below posted by Google Maps, show that one restaurant has been appropriating this space since at least 2007, while the other restaurant has been using the space since at least 2011. Google Maps Picture dated September 2007 Sh",205.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060054,Manhattan,875 3 AVENUE,,1013260001,1038517,40.757218,-73.969196,Arcade; Covered Pedestrian Space; Open Space; Public Circulation Space,1980,24 Hours; Restricted Hours,Arcade 620.00 sf; Covered Pedestrian Space 6975.00 sf; Open Space 0.00 sf; Public Circulation Space 0.00 sf,Climate Control; Escalator; Food Service; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees on Street,2 security guards to patrol spaces during public hours,0,0,0,0,0,0,,,,True,yes,,206.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060055,Manhattan,885 3 AVENUE,,1013277504,1038549,40.757885,-73.968777,Pedestrian Circulation Space,1985,24 Hours,Pedestrian Circulation Space 0.00 sf,Lighting; Planting; Plaque/Sign; Subway; Trees on Street,,0,0,0,0,0,0,,,,True,no,,207.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060056,Manhattan,909 3 AVENUE,,1013280001,1038570,40.758299,-73.967903,Arcade; Plaza,1967,24 Hours,Arcade 7020.15 sf; Plaza 4622.08 sf,None,,0,0,0,0,0,0,,,,True,yes,,208.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060057,Manhattan,245 EAST 54 STREET,Brevard,1013280021,1038575,40.757849,-73.966795,Plaza; Residential Plaza,1974,24 Hours; Restricted Hours,Plaza 3358.30 sf; Residential Plaza 5755.48 sf,Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,video surveillance cameras,1,1,0,0,1,5000,2019-02,bulletin_month,EA-201902-4c3b5f1775,True,no,,209.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060058,Manhattan,919 3 AVENUE,,1013290001,1038577,40.758963,-73.967589,Plaza,1970,24 Hours,Plaza 19772.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,210.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060059,Manhattan,309 EAST 48 STREET,Libya House,1013410006,1038917,40.753512,-73.968588,Arcade; Plaza,1984,24 Hours,Arcade 1123.66 sf; Plaza 1942.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,211.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060060,Manhattan,3 UNITED NATIONS PLAZA,UNICEF House,1013360031,1038670,40.750285,-73.969853,Urban Plaza,1987,Restricted Hours,Urban Plaza 5025.00 sf,Artwork; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,glass canopy,0,0,0,0,0,0,,,,True,no,,212.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060061,Manhattan,303 EAST 43 STREET,International Plaza,1013367501,1038674,40.75056,-73.971256,Residential Plaza,1984,24 Hours,Residential Plaza 3347.33 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,213.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060062,Manhattan,320 EAST 46 STREET,Belmont,1013380040,1038778,40.751701,-73.96956,Residential Plaza,1981,Restricted Hours,Residential Plaza 9797.55 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,214.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060063,Manhattan,333 EAST 45 STREET,Lausanne,1013387502,1076276,40.751336,-73.969239,Arcade; Plaza,1974,24 Hours,Arcade 2223.11 sf; Plaza 2098.16 sf,None,,0,0,0,0,0,0,,,,True,no,,215.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060064,Manhattan,301 EAST 45 STREET,Delegate,1013387501,1038781,40.751775,-73.970372,Plaza,1979,24 Hours,Plaza 1460.00 sf,None,,0,0,0,0,0,0,,,,True,no,,216.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060065,Manhattan,866 2 AVENUE,Dag Hammarskjold Plaza,1013397501,1038896,40.752483,-73.96992,Arcade,1971,24 Hours,Arcade 2042.00 sf,None,,0,0,0,0,0,0,,,,True,yes,,217.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060066,Manhattan,100 UNITED NATIONS PLAZA,,1013417503,1039205,40.7531,-73.967642,Arcade; Residential Plaza,1985,24 Hours,Arcade 0.00 sf; Residential Plaza 12093.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature,,0,0,0,0,0,0,,,,True,yes,,218.0,medium,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060067,Manhattan,300 EAST 54 STREET,Connaught Tower,1013460049,1039846,40.756954,-73.966399,Park; Plaza,1978,24 Hours; Restricted Hours,Park 0.00 sf; Plaza 2354.20 sf,Artwork; Planting; Plaque/Sign; Seating; Trees within Space,,0,0,0,0,0,0,,,,True,yes,,219.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060070,Manhattan,360 EAST 57 STREET,Morrison,1013497503,1087734,40.758202,-73.963359,Plaza,1972,24 Hours,Plaza 1500.00 sf,None,,0,0,0,0,0,0,,,,True,construction,,220.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060072,Manhattan,300 EAST 59 STREET,Landmark,1013510001,1040031,40.760167,-73.964228,Arcade; Plaza,1974,24 Hours,Arcade 1860.00 sf; Plaza 11600.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,"154 sf gazebo, separate bus waiting area on East 59th Street with benches and seatwall",0,0,0,0,0,0,,,,True,no,,221.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
M060073,Manhattan,429 EAST 52 STREET,Rivercourt,1013640034,1040156,40.754935,-73.963696,Plaza,1974,24 Hours,Plaza 14100.00 sf,None,,0,0,0,0,0,0,,,,True,no,,222.0,high,Bulletins highlight selected enforcement only; a zero count is not evidence of compliance.
