pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_number,borough_name,borocode,community_district,address_number,street_name,zip_code,building_address_with_zip,tax_block,tax_lot,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled,xcoordinate,ycoordinate,council_district,census_tract,nta,geocoded_column,bin_is_placeholder,street_canonical,hn_low,hn_high,address_key,year_established,pops_type,required_hours,required_size,required_amenities,other_requirements,permitted_amenities_text,under_construction,data_quality_flags,source_dataset_url,source_record_url,source_rows_updated_at,source_retrieved_at,source_sha256
M030002,Manhattan,189 BOWERY,citizenM Bowery,1004250004,1090576,40.720604,-73.993499,M030002,Manhattan,1,3,189,BOWERY,10002,"189 BOWERY, New York, NY 10002",425,4,East side of Bowery between Delancey Street and Rivington Street,2018,Completed,Public Plaza,OSIB-BCRE,The Stephen B. Jacobs Group,"The Stephen B. Jacobs Group, Abel Bainnson Butz, LLP",Public Plaza 3383.30 sf,24 Hours,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,,Full/Partial,986052,201812,1,18,,POINT (-73.993499 40.720604),False,BOWERY,189,189,Manhattan|189|BOWERY,2018,Public Plaza,24 Hours,Public Plaza 3383.30 sf,Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M030002,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040001,Manhattan,555 WEST 57 STREET,BMW,1010867502,1027072,40.770402,-73.990491,M040001,Manhattan,1,4,555,WEST 57 STREET,10019,"555 WEST 57 STREET, New York, NY 10019",1086,7502,Full blockfront on east side of Eleventh Avenue between West 57th and 58th Streets,1971,Completed,Arcade; Plaza,,Eggers and Higgins,Eggers and Higgins,Arcade 9061.00 sf; Plaza 14359.00 sf,24 Hours,None,,,Full/Partial,986884,219955,6,135,,POINT (-73.990491 40.770402),False,WEST 57 STREET,555,555,Manhattan|555|WEST 57 STREET,1971,Arcade; Plaza,24 Hours,Arcade 9061.00 sf; Plaza 14359.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040001,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040002,Manhattan,347 WEST 57 STREET,Colonnade,1010487501,1026058,40.767961,-73.984574,M040002,Manhattan,1,4,347,WEST 57 STREET,10019,"347 WEST 57 STREET, New York, NY 10019",1048,7501,North side of West 57th Street between Eighth and Ninth Avenues,1976,Completed,Plaza,Rose Associates,Philip Birnbaum,Philip Birnbaum,Plaza 2150.00 sf,24 Hours,None,,,Full/Partial,988523,219066,6,139,,POINT (-73.984574 40.767961),False,WEST 57 STREET,347,347,Manhattan|347|WEST 57 STREET,1976,Plaza,24 Hours,Plaza 2150.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040002,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040003,Manhattan,322 WEST 57 STREET,Sheffield,1010477503,1025450,40.766825,-73.984238,M040003,Manhattan,1,4,322,WEST 57 STREET,10019,"322 WEST 57 STREET, New York, NY 10019",1047,7503,South side of West 57th Street between Eighth and Ninth Avenues,1978,Completed,Arcade; Plaza,Invesco Holdings and Parc Vendome Company,Emery Roth & Sons,"Emery Roth & Sons; Thomas Balsley Associates (for alteration in 1998); Moed de Armas & Shannon, Architects, PC (for alteration in 2006, 2008)",Arcade 3499.69 sf; Plaza 30629.69 sf,24 Hours; Restricted Hours,Artwork; Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles; None; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,"Plaza (on Ninth Avenue): 2,020 sf lawn, play equipment",Open Air Cafe; Other Permitted,Full/Partial,988616,218652,6,139,,POINT (-73.984238 40.766825),False,WEST 57 STREET,322,322,Manhattan|322|WEST 57 STREET,1978,Arcade; Plaza,24 Hours; Restricted Hours,Arcade 3499.69 sf; Plaza 30629.69 sf,Artwork; Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles; None; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature,"Plaza (on Ninth Avenue): 2,020 sf lawn, play equipment",Open Air Cafe; Other Permitted,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040003,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040004,Manhattan,825 8 AVENUE,One Worldwide Plaza,1010400029,1076203,40.76223,-73.986943,M040004,Manhattan,1,4,825,EIGHTH AVENUE,10019,"825 EIGHTH AVENUE, New York, NY 10019",1040,29,"Entire block bounded by Eighth Avenue, Ninth Avenue, West 49th Street and West 50th Street",1989,Completed,Elliptical Arcades; Plaza; Subway Access Areas,William Zeckendorf Jr./ZCWK Associates/NY Communications Developer,"Skidmore, Owings & Merrill and Frank Williams & Asscociates (residential)",SWA Group; Mathews Nielsen Landscape Architects (for alteration in 2002),Elliptical Arcades 0.00 sf; Plaza 26806.00 sf; Subway Access Areas 0.00 sf,24 Hours; Restricted Hours,Bicycle Parking; Drinking Fountain; Escalator; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees on Street; Trees within Space; Water Feature,Plaza: pavilion on West 49th Street side of Plaza providing access for disabled persons to movies,,Full/Partial,987867,216978,3,127,,POINT (-73.986943 40.76223),False,8 AVENUE,825,825,Manhattan|825|8 AVENUE,1989,Elliptical Arcades; Plaza; Subway Access Areas,24 Hours; Restricted Hours,Elliptical Arcades 0.00 sf; Plaza 26806.00 sf; Subway Access Areas 0.00 sf,Bicycle Parking; Drinking Fountain; Escalator; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees on Street; Trees within Space; Water Feature,Plaza: pavilion on West 49th Street side of Plaza providing access for disabled persons to movies,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040004,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040007,Manhattan,330 WEST 56 STREET,,1010460047,1025442,40.766509,-73.985054,M040007,Manhattan,1,4,330,WEST 56 STREET,10019,"330 WEST 56 STREET, New York, NY 10019",1046,47,South side of West 56th Street between Eighth and Ninth Avenues,1974,Completed,Arcade; Plaza,,Schuman Lichtenstein & Claman,Schuman Lichtenstein & Claman,Arcade 4898.00 sf; Plaza 2603.00 sf,24 Hours,None,,,Full/Partial,988390,218537,6,139,,POINT (-73.985054 40.766509),False,WEST 56 STREET,330,330,Manhattan|330|WEST 56 STREET,1974,Arcade; Plaza,24 Hours,Arcade 4898.00 sf; Plaza 2603.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040007,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040008,Manhattan,1000 10 AVENUE,St. Luke's-Roosevelt Hospital Center,1010680001,1082718,40.769696,-73.986888,M040008,Manhattan,1,4,1000,TENTH AVENUE,10019,"1000 TENTH AVENUE, New York, NY 10019",1068,1,"Full block bounded by Ninth Avenue, Tenth  Avenue, West 58th Street, and West 59th Street",1990,Completed,Public Open Space,,"Skidmore Owings & Merrill/Norman Rosenfeld, Buck/Cane","Skidmore Owings & Merrill/Norman Rosenfeld, Buck/Cane",Public Open Space 13266.00 sf,Restricted Hours,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,Full/Partial,987882,219698,6,145,,POINT (-73.986888 40.769696),False,10 AVENUE,1000,1000,Manhattan|1000|10 AVENUE,1990,Public Open Space,Restricted Hours,Public Open Space 13266.00 sf,Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040008,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040009,Manhattan,650 WEST 42 STREET,River Place,1010890001,1085803,40.761271,-74.000466,M040009,Manhattan,1,4,650,WEST 42 STREET,10036,"650 WEST 42 STREET, New York, NY 10036",1089,1,"Block bounded by Eleventh Avenue, Twelfth Avenue, West 41st Street, and West 42nd Street",1999,Completed,Major Public Open Space; Public Open Space,Silverstein Properties,CK Architecture,Thomas Balsley Associates,Major Public Open Space 0.00 sf; Public Open Space 0.00 sf,Restricted Hours,Drinking Fountain; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,"dog run, pavilion in the northern corner; 1 play area",,None,984121,216628,3,117,,POINT (-74.000466 40.761271),False,WEST 42 STREET,650,650,Manhattan|650|WEST 42 STREET,1999,Major Public Open Space; Public Open Space,Restricted Hours,Major Public Open Space 0.00 sf; Public Open Space 0.00 sf,Drinking Fountain; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,"dog run, pavilion in the northern corner; 1 play area",,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040009,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040010,Manhattan,585 8 AVENUE,,1007620038,1090194,40.755262,-73.991731,M040010,Manhattan,1,4,585,EIGHTH AVENUE,10018,"585 EIGHTH AVENUE, New York, NY 10018",762,38,West side of Eighth Avenue between West 38th and West 39th Streets,2013,Completed,Public Plaza,Sam Chang,"Gene Kaufman Architect, TC","Eberlin and Eberlin, PC",Public Plaza 2220.00 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,,Full/Partial,986541,214439,3,115,,POINT (-73.991731 40.755262),False,8 AVENUE,585,585,Manhattan|585|8 AVENUE,2013,Public Plaza,24 Hours,Public Plaza 2220.00 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040010,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040011,Manhattan,525 8 AVENUE,,1007600039,1085726,40.753821,-73.992669,M040011,Manhattan,1,4,525,EIGHTH AVENUE,10018,"525 EIGHTH AVENUE, New York, NY 10018",760,39,Northwest corner of Eighth Avenue and W 36th Street.,2019,Completed,Public Plaza,LSCH LLC,Gene Kaufman Architect,Gene Kaufman Architect,Public Plaza 2408.50 sf,24 Hours,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space,,,Full/Partial,986281,213914,3,111,,POINT (-73.992669 40.753821),False,8 AVENUE,525,525,Manhattan|525|8 AVENUE,2019,Public Plaza,24 Hours,Public Plaza 2408.50 sf,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040011,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040012,Manhattan,76 11 AVENUE,HFZ Plaza,1006897501,1089807,40.7447,-74.00742,M040012,Manhattan,1,4,76,ELEVENTH AVENUE,10011,"76 ELEVENTH AVENUE, New York, NY 10011",689,7501,,,,At-Grade Plaza,,,,,,,,,None,982194,210591,3,99,,POINT (-74.00742 40.7447),False,11 AVENUE,76,76,Manhattan|76|11 AVENUE,,At-Grade Plaza,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040012,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040013,Manhattan,501 WEST 52 STREET,Clinton Green,1010810029,1081740,40.766241,-73.991004,M040013,Manhattan,1,4,501,WEST 52 STREET,10019,"501 WEST 52 STREET, New York, NY 10019",1081,29,"The subject property spans multiple block/lots across a North and South parcel. The North parcel (North of West 52nd Street) is on Block 1081, lot 39 and part of lot 29. The South parcel (South of West 52nd Street) is block 1080, part of lot 25.",,,Linear Open Space; Open Space,,,,,,,,,,986742,218439,3,135,,POINT (-73.991004 40.766241),False,WEST 52 STREET,501,501,Manhattan|501|WEST 52 STREET,,Linear Open Space; Open Space,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040013,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040014,Manhattan,545 WEST 30 STREET,Hudson Yards Eastern Rail Yards Subarea A1,1007027502,1091045,40.753267,-74.002841,M040014,Manhattan,1,4,545,WEST 30 STREET,10001,"545 WEST 30 STREET, New York, NY 10001",702,7502,Numerous required public access areas approved under the Eastern Railyards A1 application. All required public access areas are located on the north side of West 30th Street extending to West 33rd Street.,,,'Covered Pedestrian Space'; Public Access Area,,,,,,Plaque/Sign,,,,983463,213712,3,99,,POINT (-74.002841 40.753267),False,WEST 30 STREET,545,545,Manhattan|545|WEST 30 STREET,,'Covered Pedestrian Space'; Public Access Area,,,Plaque/Sign,,,False,missing_year;missing_required_hours,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040014,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040015,Manhattan,450 WEST 33 STREET,,1007297503,1089695,40.753045,-73.999448,M040015,Manhattan,1,4,450,WEST 33 STREET,10001,"450 WEST 33 STREET, New York, NY 10001",729,7503,,,,Public Access Area,,REX Architecture PC,Field Operations,,,,,,None,984403,213631,3,103,,POINT (-73.999448 40.753045),False,WEST 33 STREET,450,450,Manhattan|450|WEST 33 STREET,,Public Access Area,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040015,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M040016,Manhattan,401 WEST 31 STREET,Hudson Yards / Manhattan West (Subarea B2),1007297505,1089694,40.752087,-73.997957,M040016,Manhattan,1,4,401,WEST 31 STREET,10001,"401 WEST 31 STREET, New York, NY 10001",729,7505,,,,Art Plaza; Central Plaza; Entry Plaza,,,,,,,,,,984816,213282,3,103,,POINT (-73.997957 40.752087),False,WEST 31 STREET,401,401,Manhattan|401|WEST 31 STREET,,Art Plaza; Central Plaza; Entry Plaza,,,,,,False,missing_year;missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M040016,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050002,Manhattan,36 CENTRAL PARK SOUTH,Park Lane Hotel,1012740011,1035251,40.764811,-73.97538,M050002,Manhattan,1,5,36,CENTRAL PARK SOUTH,10019,"36 CENTRAL PARK SOUTH, New York, NY 10019",1274,11,South side of Central Park South between Fifth and Sixth Avenues,1971,Completed,Arcade; Plaza,,Emery Roth & Sons,Emery Roth & Sons,Arcade 2098.00 sf; Plaza 1958.00 sf,24 Hours,None; Trees on Street,,,Full/Partial,991070,217919,4,112.01,,POINT (-73.97538 40.764811),False,CENTRAL PARK SOUTH,36,36,Manhattan|36|CENTRAL PARK SOUTH,1971,Arcade; Plaza,24 Hours,Arcade 2098.00 sf; Plaza 1958.00 sf,None; Trees on Street,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050002,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050003,Manhattan,767 5 AVENUE,General Motors Building,1012940001,1036082,40.763609,-73.972435,M050003,Manhattan,1,5,767,FIFTH AVENUE,10153,"767 FIFTH AVENUE, New York, NY 10153",1294,1,East side of Fifth Avenue between East 58th and 59th Streets,1968,Completed,Arcade; Plaza,,Edward Durell Stone,Edward Durell Stone; Thomas Balsley Associates (for alteration in 1999); Moed de Armas & Shannon Architects P.C. (for alteration in 2004 and 2011); MPFP & Mathews Nielsen (for design change and reduction in 2017),Arcade 1971.00 sf; Plaza 19730.00 sf,24 Hours,Artwork; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space; Water Feature,,,Full/Partial,991886,217481,4,112.02,,POINT (-73.972435 40.763609),False,5 AVENUE,767,767,Manhattan|767|5 AVENUE,1968,Arcade; Plaza,24 Hours,Arcade 1971.00 sf; Plaza 19730.00 sf,Artwork; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space; Water Feature,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050003,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050004,Manhattan,500 PARK AVENUE,500 Park Tower,1012940037,1036084,40.762894,-73.970356,M050004,Manhattan,1,5,500,PARK AVENUE,10022,"500 PARK AVENUE, New York, NY 10022",1294,37,Southwest corner of Park Avenue and East 59th Street,1984,Completed,Arcade; Sidewalk Widening; Urban Plaza,500 Park Avenue Associates,"James Stewart Polshek & Associates/Schuman Lichtenstein Claman & Efron/Skidmore, Owings & Merrill","James Stewart Polshek & Associates/Schuman Lichtenstein Claman & Efron/Skidmore, Owings & Merrill",Arcade 2695.00 sf; Sidewalk Widening 1173.40 sf; Urban Plaza 1479.00 sf,24 Hours,Lighting; None; Planting; Plaque/Sign; Retail Frontage; Trees on Street,,,Full/Partial,992462,217221,4,112.02,,POINT (-73.970356 40.762894),False,PARK AVENUE,500,500,Manhattan|500|PARK AVENUE,1984,Arcade; Sidewalk Widening; Urban Plaza,24 Hours,Arcade 2695.00 sf; Sidewalk Widening 1173.40 sf; Urban Plaza 1479.00 sf,Lighting; None; Planting; Plaque/Sign; Retail Frontage; Trees on Street,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050004,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050005,Manhattan,499 PARK AVENUE,,1013130004,1037164,40.76254,-73.969605,M050005,Manhattan,1,5,499,PARK AVENUE,10022,"499 PARK AVENUE, New York, NY 10022",1313,4,Southeast corner of Park Avenue and East 59th Street,1980,Completed,Glass-Enclosed Urban Plaza Equivalent; Open Urban Plaza Equivalent; Sidewalk Widening Equivalent; Through Block Arcade Equivalent,,I.M. Pei and Partners,I.M. Pei and Partners,Glass-Enclosed Urban Plaza Equivalent 1450.00 sf; Open Urban Plaza Equivalent 525.00 sf; Sidewalk Widening Equivalent 487.00 sf; Through Block Arcade Equivalent 1540.00 sf,24 Hours,Lighting; None; Plaque/Sign; Seating; Trees within Space,,,Full/Partial,992670,217092,4,112.03,,POINT (-73.969605 40.76254),False,PARK AVENUE,499,499,Manhattan|499|PARK AVENUE,1980,Glass-Enclosed Urban Plaza Equivalent; Open Urban Plaza Equivalent; Sidewalk Widening Equivalent; Through Block Arcade Equivalent,24 Hours,Glass-Enclosed Urban Plaza Equivalent 1450.00 sf; Open Urban Plaza Equivalent 525.00 sf; Sidewalk Widening Equivalent 487.00 sf; Through Block Arcade Equivalent 1540.00 sf,Lighting; None; Plaque/Sign; Seating; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050005,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050006,Manhattan,110 EAST 59 STREET,,1013130005,1037165,40.762219,-73.969317,M050006,Manhattan,1,5,110,EAST 59 STREET,10022,"110 EAST 59 STREET, New York, NY 10022",1313,5,South side of East 59th Street between Lexington and Park Avenues,1968,Completed,Arcade; Plaza (in C5-3); Plaza (in C6-4),,William Lescaze & Associates,William Lescaze & Associates,Arcade 4210.00 sf; Plaza (in C5-3) 4786.00 sf; Plaza (in C6-4) 398.00 sf,24 Hours,None,,,Full/Partial,992750,216975,4,112.03,,POINT (-73.969317 40.762219),False,EAST 59 STREET,110,110,Manhattan|110|EAST 59 STREET,1968,Arcade; Plaza (in C5-3); Plaza (in C6-4),24 Hours,Arcade 4210.00 sf; Plaza (in C5-3) 4786.00 sf; Plaza (in C6-4) 398.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050006,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050007,Manhattan,115 EAST 57 STREET,Galleria,1013127501,1036926,40.761711,-73.969757,M050007,Manhattan,1,5,115,EAST 57 STREET,10022,"115 EAST 57 STREET, New York, NY 10022",1312,7501,North side of East 57th Street between Lexington and Park Avenues,1974,Completed,Covered Pedestrian Space,,David Kenneth Specter/Philip Birnbaum,David Kenneth Specter,Covered Pedestrian Space 7419.29 sf,Restricted Hours,Climate Control; Lighting; Other Required; Planting; Plaque/Sign; Programs; Retail Frontage; Seating; Tables; Trees within Space; Water Feature,skylight,Other Permitted,Full/Partial,992628,216790,4,112.03,,POINT (-73.969757 40.761711),False,EAST 57 STREET,115,115,Manhattan|115|EAST 57 STREET,1974,Covered Pedestrian Space,Restricted Hours,Covered Pedestrian Space 7419.29 sf,Climate Control; Lighting; Other Required; Planting; Plaque/Sign; Programs; Retail Frontage; Seating; Tables; Trees within Space; Water Feature,skylight,Other Permitted,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050007,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050008,Manhattan,9 WEST 57 STREET,Solow,1012730022,1035071,40.763886,-73.974991,M050008,Manhattan,1,5,9,WEST 57 STREET,10019,"9 WEST 57 STREET, New York, NY 10019",1273,22,North side of West 57th Street between Fifth and Sixth Avenues,1972,Completed,Arcade; Plaza,Solow Building Co.,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",Arcade 10970.90 sf; Plaza 17596.90 sf,24 Hours,None,,,Full/Partial,991178,217582,4,112.01,,POINT (-73.974991 40.763886),False,WEST 57 STREET,9,9,Manhattan|9|WEST 57 STREET,1972,Arcade; Plaza,24 Hours,Arcade 10970.90 sf; Plaza 17596.90 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050008,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M050009,Manhattan,58 WEST 58 STREET,,1012737501,1035078,40.764458,-73.976351,M050009,Manhattan,1,5,58,WEST 58 STREET,10019,"58 WEST 58 STREET, New York, NY 10019",1273,7501,South side of West 58th Street between Fifth and Sixth Avenues,1968,Completed,Arcade; Plaza,,Samuel Paul & Seymour Jarmul Architects,Samuel Paul & Seymour Jarmul Architects,Arcade 1500.00 sf; Plaza 4918.48 sf,24 Hours,None,,,Full/Partial,990801,217790,4,112.01,,POINT (-73.976351 40.764458),False,WEST 58 STREET,58,58,Manhattan|58|WEST 58 STREET,1968,Arcade; Plaza,24 Hours,Arcade 1500.00 sf; Plaza 4918.48 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M050009,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
