pops_id,borough,address_normalized,building_name,bbl,bin,latitude,longitude,pops_number,borough_name,borocode,community_district,address_number,street_name,zip_code,building_address_with_zip,tax_block,tax_lot,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled,xcoordinate,ycoordinate,council_district,census_tract,nta,geocoded_column,bin_is_placeholder,street_canonical,hn_low,hn_high,address_key,year_established,pops_type,required_hours,required_size,required_amenities,other_requirements,permitted_amenities_text,under_construction,data_quality_flags,source_dataset_url,source_record_url,source_rows_updated_at,source_retrieved_at,source_sha256
M010010,Manhattan,88 PINE STREET,Wall Street Plaza,1000380017,1000876,40.705662,-74.006168,M010010,Manhattan,1,1,88,PINE STREET,10005,"88 PINE STREET, New York, NY 10005",38,17,"Bounded by Front Street, Water Street, and Maiden Lane",1971,Completed,Special Permit Plaza,,I.M. Pei and Partners; C.Y. Tung/Morley Cho,I.M. Pei and Partners; C.Y. Tung/Morley Cho,Special Permit Plaza 9907.00 sf,24 Hours,Artwork; Planting; Seating; Subway; Trees within Space; Water Feature,,,Full/Partial,982540,196368,1,7,,POINT (-74.006168 40.705662),False,PINE STREET,88,88,Manhattan|88|PINE STREET,1971,Special Permit Plaza,24 Hours,Special Permit Plaza 9907.00 sf,Artwork; Planting; Seating; Subway; Trees within Space; Water Feature,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010010,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010011,Manhattan,180 MAIDEN LANE,,1000370023,1000874,40.705269,-74.005515,M010011,Manhattan,1,1,180,MAIDEN LANE,10005,"180 MAIDEN LANE, New York, NY 10005",37,23,"Full block bounded by South Street, Front Street, Pine Street, and Maiden Lane",1982,Completed,Enclosed Public Space; Outdoor Public Space,,Swanke Hayden Connell; Kohn Pedersen Fox,Swanke Hayden Connell; Kohn Pedersen Fox; Thomas Balsley Associates (for Outdoor Public Space); Perkins Eastman (2015 Design Change),Enclosed Public Space 14442.00 sf; Outdoor Public Space 6678.00 sf,24 Hours; Restricted Hours,Artwork; Climate Control; Drinking Fountain; Escalator; Food Service; Litter Receptacles; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Tables; Trees within Space,"4,839 sf open exhibit area, 858 sf enclosed exhibit area, 365 sf",Other Permitted,Full/Partial,982721,196225,1,7,,POINT (-74.005515 40.705269),False,MAIDEN LANE,180,180,Manhattan|180|MAIDEN LANE,1982,Enclosed Public Space; Outdoor Public Space,24 Hours; Restricted Hours,Enclosed Public Space 14442.00 sf; Outdoor Public Space 6678.00 sf,Artwork; Climate Control; Drinking Fountain; Escalator; Food Service; Litter Receptacles; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Tables; Trees within Space,"4,839 sf open exhibit area, 858 sf enclosed exhibit area, 365 sf",Other Permitted,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010011,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010012,Manhattan,110 WALL STREET,,1000370008,1000872,40.70491,-74.006355,M010012,Manhattan,1,1,110,WALL STREET,10005,"110 WALL STREET, New York, NY 10005",37,8,Northeast corner of Wall and Front Streets,1964,Completed,Arcade,,Emery Roth & Sons,Emery Roth & Sons,Arcade 3613.00 sf,24 Hours,None,,Open Air Cafe,Full/Partial,982488,196094,1,7,,POINT (-74.006355 40.70491),False,WALL STREET,110,110,Manhattan|110|WALL STREET,1964,Arcade,24 Hours,Arcade 3613.00 sf,None,,Open Air Cafe,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010012,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010013,Manhattan,100 WALL STREET,,1000380001,1000875,40.705244,-74.006755,M010013,Manhattan,1,1,100,WALL STREET,10005,"100 WALL STREET, New York, NY 10005",38,1,"Bounded by Front, Water, and Wall Streets",1969,Completed,Arcade; Plaza,,Emery Roth & Sons,Emery Roth & Sons,Arcade 2518.00 sf; Plaza 5933.20 sf,24 Hours,None,,,Full/Partial,982377,196216,1,7,,POINT (-74.006755 40.705244),False,WALL STREET,100,100,Manhattan|100|WALL STREET,1969,Arcade; Plaza,24 Hours,Arcade 2518.00 sf; Plaza 5933.20 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010013,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010014,Manhattan,95 WALL STREET,,1000330011,1000864,40.704676,-74.007581,M010014,Manhattan,1,1,95,WALL STREET,10005,"95 WALL STREET, New York, NY 10005",33,11,Full blockfront on east side of  Water Street between Gouverneur Lane and Wall Street,1969,Completed,Arcade; Plaza,,Emery Roth & Sons,Emery Roth & Sons,Arcade 2446.00 sf; Plaza 1963.00 sf,24 Hours,None,,,Full/Partial,982148,196009,1,7,,POINT (-74.007581 40.704676),False,WALL STREET,95,95,Manhattan|95|WALL STREET,1969,Arcade; Plaza,24 Hours,Arcade 2446.00 sf; Plaza 1963.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010014,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010015,Manhattan,111 WALL STREET,,1000350010,1000868,40.704265,-74.006997,M010015,Manhattan,1,1,111,WALL STREET,10005,"111 WALL STREET, New York, NY 10005",35,10,"Full block bounded by South Street, Front Street, Gouverneur Lane, and Wall Street",1967,Completed,Arcade; Plaza,,Emery Roth & Sons,Emery Roth & Sons; Thomas Balsley Associates (for alteration),Arcade 4589.00 sf; Plaza 10883.00 sf,,,,,Full/Partial,982310,195859,1,7,,POINT (-74.006997 40.704265),False,WALL STREET,111,111,Manhattan|111|WALL STREET,1967,Arcade; Plaza,,Arcade 4589.00 sf; Plaza 10883.00 sf,,,,False,missing_required_hours;missing_required_amenities,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010015,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010016,Manhattan,77 WATER STREET,,1000330001,1000863,40.704226,-74.008198,M010016,Manhattan,1,1,77,WATER STREET,10005,"77 WATER STREET, New York, NY 10005",33,1,"Full block bounded by Front Street, Water Street, Old Slip, and Gouverneur Lane",1970,Completed,Arcade; Plaza,,Emery Roth & Sons,Emery Roth & Sons,Arcade 10335.00 sf; Plaza 4956.00 sf,24 Hours,None,,,Full/Partial,981977,195845,1,7,,POINT (-74.008198 40.704226),False,WATER STREET,77,77,Manhattan|77|WATER STREET,1970,Arcade; Plaza,24 Hours,Arcade 10335.00 sf; Plaza 4956.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010016,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010017,Manhattan,86 WATER STREET,10 Hanover Square,1000310001,1000859,40.704569,-74.008858,M010017,Manhattan,1,1,86,WATER STREET,10005,"86 WATER STREET, New York, NY 10005",31,1,East side of Hanover Square between Water and Pearl Streets,1971,Completed,Plaza,Harry B. Helmsley,Emery Roth & Sons,"Emery Roth & Sons; Skidmore, Owings & Merrill (for alteration in 1997)",Plaza 3416.00 sf,24 Hours,None,,,Full/Partial,981794,195970,1,7,,POINT (-74.008858 40.704569),False,WATER STREET,86,86,Manhattan|86|WATER STREET,1971,Plaza,24 Hours,Plaza 3416.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010017,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010018,Manhattan,40 BROAD STREET,,1000247501,1078985,40.706021,-74.011787,M010018,Manhattan,1,1,40,BROAD STREET,10004,"40 BROAD STREET, New York, NY 10004",24,7501,West side of Broad Street between Beaver Street and Exchange Place. Original BBL: 24/32.,1983,Completed,Arcade; Urban Plaza,,Gruzen & Partners,Gruzen & Partners,Arcade 745.00 sf; Urban Plaza 1498.74 sf,24 Hours,Lighting; Litter Receptacles; None; Planting; Seating; Trees on Street; Trees within Space,,,Full/Partial,980982,196499,1,9,,POINT (-74.011787 40.706021),False,BROAD STREET,40,40,Manhattan|40|BROAD STREET,1983,Arcade; Urban Plaza,24 Hours,Arcade 745.00 sf; Urban Plaza 1498.74 sf,Lighting; Litter Receptacles; None; Planting; Seating; Trees on Street; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010018,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010019,Manhattan,55 BROAD STREET,,1000250001,1000821,40.705277,-74.011047,M010019,Manhattan,1,1,55,BROAD STREET,10004,"55 BROAD STREET, New York, NY 10004",25,1,Northeast corner of Broad and Beaver Streets,1966,Completed,Arcade,,Emery Roth & Sons,Emery Roth & Sons,Arcade 4089.00 sf,24 Hours,None,,,Full/Partial,981187,196228,1,9,,POINT (-74.011047 40.705277),False,BROAD STREET,55,55,Manhattan|55|BROAD STREET,1966,Arcade,24 Hours,Arcade 4089.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010019,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010020,Manhattan,55 BROADWAY,1 Exchange Plaza,1000200016,1000807,40.706855,-74.013024,M010020,Manhattan,1,1,55,BROADWAY,10006,"55 BROADWAY, New York, NY 10006",20,16,Southwest corner of Broadway and Exchange Alley,1983,Completed,Other Public Access Areas; Urban Plaza,,Fox & Fowle,Fox & Fowle; Abel Bainsson and Butz (for alteration in 2010),Other Public Access Areas 0.00 sf; Urban Plaza 1726.00 sf,24 Hours,Escalator; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables,,,Full/Partial,980639,196803,1,13,,POINT (-74.013024 40.706855),False,BROADWAY,55,55,Manhattan|55|BROADWAY,1983,Other Public Access Areas; Urban Plaza,24 Hours,Other Public Access Areas 0.00 sf; Urban Plaza 1726.00 sf,Escalator; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010020,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010021,Manhattan,52 BROADWAY,,1000220028,1000814,40.706485,-74.012274,M010021,Manhattan,1,1,52,BROADWAY,10004,"52 BROADWAY, New York, NY 10004",22,28,Southeast corner of Exchange Alley and Broadway,1983,Completed,Through Block Arcade Equivalent,Jack Resnick,Emery Roth & Sons,Emery Roth & Sons,Through Block Arcade Equivalent 4841.00 sf,Restricted Hours,Artwork; Escalator; Lighting; Planting; Retail Frontage,,,Full/Partial,980847,196668,1,9,,POINT (-74.012274 40.706485),False,BROADWAY,52,52,Manhattan|52|BROADWAY,1983,Through Block Arcade Equivalent,Restricted Hours,Through Block Arcade Equivalent 4841.00 sf,Artwork; Escalator; Lighting; Planting; Retail Frontage,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010021,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010022,Manhattan,45 BROADWAY,45 Broadway Atrium,1000200009,1000804,40.706542,-74.013266,M010022,Manhattan,1,1,45,BROADWAY,10006,"45 BROADWAY, New York, NY 10006",20,9,West side of Broadway between Morris Street and Exchange Alley,1983,Completed,Arcade; Shopping Arcade,"HRO International, Ltd.",Fox and Fowle,Fox and Fowle,Arcade 1983.00 sf; Shopping Arcade 81.68 sf,24 Hours,Escalator; Subway,,,Full/Partial,980572,196689,1,13,,POINT (-74.013266 40.706542),False,BROADWAY,45,45,Manhattan|45|BROADWAY,1983,Arcade; Shopping Arcade,24 Hours,Arcade 1983.00 sf; Shopping Arcade 81.68 sf,Escalator; Subway,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010022,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010023,Manhattan,90 WASHINGTON STREET,,1000170029,1000793,40.708074,-74.01485,M010023,Manhattan,1,1,90,WASHINGTON STREET,10006,"90 WASHINGTON STREET, New York, NY 10006",17,29,"Bounded by Washington, West, and Rector Streets",1968,Completed,Plaza,,Fred Safran,Fred Safran,Plaza 8789.00 sf,24 Hours,Bicycle Parking; Lighting; Planting; Plaque/Sign; Seating; Trees within Space,,,Full/Partial,980133,197247,1,13,,POINT (-74.01485 40.708074),False,WASHINGTON STREET,90,90,Manhattan|90|WASHINGTON STREET,1968,Plaza,24 Hours,Plaza 8789.00 sf,Bicycle Parking; Lighting; Planting; Plaque/Sign; Seating; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010023,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010024,Manhattan,7 HANOVER SQUARE,100 Pearl Street,1000307501,1000855,40.704056,-74.009659,M010024,Manhattan,1,1,7,HANOVER SQUARE,10004,"7 HANOVER SQUARE, New York, NY 10004",30,7501,South side of Hanover Square between Water and Pearl Streets,1983,Completed,Arcade; Through Block Arcade,,Emery Roth & Sons,Emery Roth & Sons,Arcade 5349.06 sf; Through Block Arcade 7467.13 sf,24 Hours; Restricted Hours,Climate Control; Lighting; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables,,Open Air Cafe,Full/Partial,981572,195783,1,9,,POINT (-74.009659 40.704056),False,HANOVER SQUARE,7,7,Manhattan|7|HANOVER SQUARE,1983,Arcade; Through Block Arcade,24 Hours; Restricted Hours,Arcade 5349.06 sf; Through Block Arcade 7467.13 sf,Climate Control; Lighting; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables,,Open Air Cafe,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010024,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010025,Manhattan,55 WATER STREET,,1000327501,1083346,40.703183,-74.009154,M010025,Manhattan,1,1,55,WATER STREET,10041,"55 WATER STREET, New York, NY 10041",32,7501,"Full block bounded by South Street, Water Street, Vietnam Veterans Plaza, and Old Slip",1970,Completed,Arcade; Elevated Plaza; Plaza,Uris 55 Water St. Corp.,Emery Roth & Sons,"M. Paul Friedberg & Partners; Rogers Marvel Architects, PLLC and Ken Smith (for alteration in 2004)",Arcade 10254.00 sf; Elevated Plaza 41485.00 sf; Plaza 33307.00 sf,24 Hours; Closing for Events; Restricted Hours,Escalator; Food Service; Lighting; None; Other Required; Planting; Plaque/Sign; Programs; Retail Frontage; Seating; Tables; Trees within Space,"Elevated Plaza: stairs connecting to street level on Water Street and South Street events platform, stair balconies, viewing platform, boardwalk, support space and illuminated beacon; rebuilding and maintenance of adjacent Jeannette Park (now Vietnam Veterans Plaza) to the west as an urban park with landscaping, seating, and lighting",Other Permitted,Full/Partial,981712,195465,1,9,,POINT (-74.009154 40.703183),False,WATER STREET,55,55,Manhattan|55|WATER STREET,1970,Arcade; Elevated Plaza; Plaza,24 Hours; Closing for Events; Restricted Hours,Arcade 10254.00 sf; Elevated Plaza 41485.00 sf; Plaza 33307.00 sf,Escalator; Food Service; Lighting; None; Other Required; Planting; Plaque/Sign; Programs; Retail Frontage; Seating; Tables; Trees within Space,"Elevated Plaza: stairs connecting to street level on Water Street and South Street events platform, stair balconies, viewing platform, boardwalk, support space and illuminated beacon; rebuilding and maintenance of adjacent Jeannette Park (now Vietnam Veterans Plaza) to the west as an urban park with landscaping, seating, and lighting",Other Permitted,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010025,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010026,Manhattan,125 BROAD STREET,2 New York Plaza,1000057501,1000006,40.702266,-74.010607,M010026,Manhattan,1,1,125,BROAD STREET,10004,"125 BROAD STREET, New York, NY 10004",5,7501,Northeast corner of Broad and South Streets,1970,Completed,Arcade; Plaza,Sol G. Atlas and John P. McGrath,Kahn and Jacobs,Kahn and Jacobs,Arcade 3656.00 sf; Plaza 21009.00 sf,24 Hours,Plaque/Sign,,,Full/Partial,981309,195131,1,9,,POINT (-74.010607 40.702266),False,BROAD STREET,125,125,Manhattan|125|BROAD STREET,1970,Arcade; Plaza,24 Hours,Arcade 3656.00 sf; Plaza 21009.00 sf,Plaque/Sign,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010026,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010027,Manhattan,115 BROAD STREET,4 New York Plaza,1000050010,1000007,40.702777,-74.010722,M010027,Manhattan,1,1,115,BROAD STREET,10004,"115 BROAD STREET, New York, NY 10004",5,10,Southeast corner of Water and Broad Streets,1968,Completed,Arcade; Plaza,Sol G. Atlas and John P. McGrath,"Carson, Lundin & Shaw","Carson, Lundin & Shaw; Phillip Habib & Associates (2011 redesign)",Arcade 3124.00 sf; Plaza 7573.00 sf,24 Hours,Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,Full/Partial,981277,195317,1,9,,POINT (-74.010722 40.702777),False,BROAD STREET,115,115,Manhattan|115|BROAD STREET,1968,Arcade; Plaza,24 Hours,Arcade 3124.00 sf; Plaza 7573.00 sf,Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010027,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010028,Manhattan,85 BROAD STREET,Goldman Sachs,1000290001,1066031,40.703993,-74.011054,M010028,Manhattan,1,1,85,BROAD STREET,10004,"85 BROAD STREET, New York, NY 10004",29,1,Full blockfront on east side of Broad Street between Pearl and South William Streets,1983,Completed,Arcade; Publicly Accessible Lobby; Sidewalk Widening; Urban Plaza,Galbreath-Ruffin Corp.,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill",Arcade 12930.00 sf; Publicly Accessible Lobby 0.00 sf; Sidewalk Widening 3600.00 sf; Urban Plaza 9630.00 sf,24 Hours; Restricted Hours,Lighting; Litter Receptacles; Other Required; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,"signage and display methods used to identify the historical significance of the site, approved by the Landmarks Preservation Commission and the City Planning Commission",Open Air Cafe,Full/Partial,981185,195760,1,9,,POINT (-74.011054 40.703993),False,BROAD STREET,85,85,Manhattan|85|BROAD STREET,1983,Arcade; Publicly Accessible Lobby; Sidewalk Widening; Urban Plaza,24 Hours; Restricted Hours,Arcade 12930.00 sf; Publicly Accessible Lobby 0.00 sf; Sidewalk Widening 3600.00 sf; Urban Plaza 9630.00 sf,Lighting; Litter Receptacles; Other Required; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space,"signage and display methods used to identify the historical significance of the site, approved by the Landmarks Preservation Commission and the City Planning Commission",Open Air Cafe,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010028,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
M010029,Manhattan,1 NEW YORK PLAZA,,1000047501,1000005,40.702153,-74.012021,M010029,Manhattan,1,1,1,NEW YORK PLAZA,10004,"1 NEW YORK PLAZA, New York, NY 10004",4,7501,"Full block bounded by Whitehall, Water, Broad, and South Streets",1967,Completed,Arcade; Plaza,,William Lescaze & Associates,William Lescaze & Associates; William Leggio Architects (for alteration in 2002),Arcade 4721.20 sf; Plaza 35264.00 sf,24 Hours,None,,,Full/Partial,980917,195090,1,9,,POINT (-74.012021 40.702153),False,NEW YORK PLAZA,1,1,Manhattan|1|NEW YORK PLAZA,1967,Arcade; Plaza,24 Hours,Arcade 4721.20 sf; Plaza 35264.00 sf,None,,,False,,https://data.cityofnewyork.us/City-Government/Privately-Owned-Public-Spaces-POPS-/rvih-nhyn,https://data.cityofnewyork.us/resource/rvih-nhyn.json?pops_number=M010029,2025-10-14,2026-09-20T19:28:47+00:00,e2a280e21f4fe509dc14d65f2ab6e6b93bab0d41278ad258e7ea01758a870f3f
