query_key,status,bbl,bin,label,pelias_confidence,match_type,returned_number,returned_street,geocoded_at
Brooklyn|1309|HOE AVENUE,mismatch,,,"1309 HOE AVENUE, Bronx, NY, USA",,,1309,HOE AVENUE,2026-09-20T19:46:23+00:00
Brooklyn|130|VAN DYKE STREET,ok,3005970031,3008799,"130 VAN DYKE STREET, Brooklyn, NY, USA",0.8,fallback,130,VAN DYKE STREET,2026-09-20T19:46:22+00:00
Brooklyn|1311|BRIGHTWATER AVENUE,ok,3087210375,3245726,"1311 BRIGHTWATER AVENUE, Brooklyn, NY, USA",0.8,fallback,1311,BRIGHTWATER AVENUE,2026-09-20T19:46:23+00:00
Brooklyn|1314|LINCOLN PLACE,ok,3013900016,3418117,"1314 LINCOLN PLACE, Brooklyn, NY, USA",0.8,fallback,1314,LINCOLN PLACE,2026-09-20T19:46:23+00:00
Brooklyn|1320|53 STREET,ok,3056707506,3418362,"1320 53 STREET, Brooklyn, NY, USA",0.8,fallback,1320,53 STREET,2026-09-20T19:46:23+00:00
Brooklyn|1321|FLATBUSH AVENUE,ok,3052110073,3120364,"1321 FLATBUSH AVENUE, Brooklyn, NY, USA",0.8,fallback,1321,FLATBUSH AVENUE,2026-09-20T19:46:23+00:00
Brooklyn|1323|SURF AVENUE,ok,3070640031,3000000,"1323 SURF AVENUE, Brooklyn, NY, USA",0.8,fallback,1323,SURF AVENUE,2026-09-20T19:46:23+00:00
Brooklyn|1325|PROSPECT PLACE,ok,3013600081,3036069,"1325 PROSPECT PLACE, Brooklyn, NY, USA",0.8,fallback,1325,PROSPECT PLACE,2026-09-20T19:46:23+00:00
Brooklyn|133-139|RUBY STREET,mismatch,,,"133-39 RUBY STREET, Howard Beach, NY, USA",,,133-39,RUBY STREET,2026-09-20T19:54:22+00:00
Brooklyn|133-146|EMERALD STREET,mismatch,,,"133-46 EMERALD STREET, Howard Beach, NY, USA",,,133-46,EMERALD STREET,2026-09-20T19:54:22+00:00
Brooklyn|1335|EAST 65 STREET,ok,3083650026,3000000,"1335 EAST 65 STREET, Brooklyn, NY, USA",0.8,fallback,1335,EAST 65 STREET,2026-09-20T19:46:23+00:00
Brooklyn|1339|FULTON STREET,ok,3018490035,3053248,"1339 FULTON STREET, Brooklyn, NY, USA",0.8,fallback,1339,FULTON STREET,2026-09-20T19:46:23+00:00
Brooklyn|134|BROADWAY,ok,3021310018,3059515,"134 BROADWAY, Brooklyn, NY, USA",0.8,fallback,134,BROADWAY,2026-09-20T19:46:23+00:00
Brooklyn|1352|36 STREET,ok,3053010020,3000000,"1352 36 STREET, Brooklyn, NY, USA",0.8,fallback,1352,36 STREET,2026-09-20T19:46:23+00:00
Brooklyn|1355|EAST 18 STREET,ok,3067470073,3181109,"1355 EAST 18 STREET, Brooklyn, NY, USA",0.8,fallback,1355,EAST 18 STREET,2026-09-20T19:46:23+00:00
Brooklyn|135|EASTERN PARKWAY,ok,3011790047,3029628,"135 EASTERN PARKWAY, Brooklyn, NY, USA",0.8,fallback,135,EASTERN PARKWAY,2026-09-20T19:46:23+00:00
Brooklyn|135|EMERSON PLACE,ok,3019090015,3329825,"135 EMERSON PLACE, Brooklyn, NY, USA",0.8,fallback,135,EMERSON PLACE,2026-09-20T19:46:23+00:00
Brooklyn|135|MENAHAN STREET,ok,3033060053,3075660,"135 MENAHAN STREET, Brooklyn, NY, USA",0.8,fallback,135,MENAHAN STREET,2026-09-20T19:46:23+00:00
Brooklyn|1364|65 STREET,ok,3057540033,3142290,"1364 65 STREET, Brooklyn, NY, USA",0.8,fallback,1364,65 STREET,2026-09-20T19:46:24+00:00
Brooklyn|1371|EAST 18 STREET,ok,3067470068,3181108,"1371 EAST 18 STREET, Brooklyn, NY, USA",0.8,fallback,1371,EAST 18 STREET,2026-09-20T19:46:24+00:00
Brooklyn|137|LINDEN STREET,ok,3033230050,3076103,"137 LINDEN STREET, Brooklyn, NY, USA",0.8,fallback,137,LINDEN STREET,2026-09-20T19:46:24+00:00
Brooklyn|1388|BUSHWICK AVENUE,ok,3034380033,3338507,"1388 BUSHWICK AVENUE, Brooklyn, NY, USA",0.8,fallback,1388,BUSHWICK AVENUE,2026-09-20T19:46:24+00:00
Brooklyn|13|HARRISON STREET,mismatch,,,"13 HARRISON STREET, New York, NY, USA",,,13,HARRISON STREET,2026-09-20T19:46:22+00:00
Brooklyn|140|BAY 22 STREET,ok,3064060040,3426837,"140 BAY 22 STREET, Brooklyn, NY, USA",0.8,fallback,140,BAY 22 STREET,2026-09-20T19:46:24+00:00
Brooklyn|1410|ST JOHNS PLACE,ok,3013840035,3037070,"1410 SAINT JOHNS PLACE, Brooklyn, NY, USA",0.8,fallback,1410,SAINT JOHNS PLACE,2026-09-20T19:51:07+00:00
Brooklyn|1415|71 STREET,ok,3061680073,3157157,"1415 71 STREET, Brooklyn, NY, USA",0.8,fallback,1415,71 STREET,2026-09-20T19:46:24+00:00
Brooklyn|141|EAST 21 STREET,ok,3050820067,3116594,"141 EAST 21 STREET, Brooklyn, NY, USA",0.8,fallback,141,EAST 21 STREET,2026-09-20T19:46:24+00:00
Brooklyn|141|JOHNSON AVENUE,ok,3030617502,3400453,"141 JOHNSON AVENUE, Brooklyn, NY, USA",0.8,fallback,141,JOHNSON AVENUE,2026-09-20T19:46:24+00:00
Brooklyn|141|WILLOUGHBY STREET,ok,3020600001,3058246,"141 WILLOUGHBY STREET, Brooklyn, NY, USA",0.8,fallback,141,WILLOUGHBY STREET,2026-09-20T19:46:24+00:00
Brooklyn|1425|FULTON STREET,ok,3018540049,3323647,"1425 FULTON STREET, Brooklyn, NY, USA",0.8,fallback,1425,FULTON STREET,2026-09-20T19:46:24+00:00
Brooklyn|142|HIGHLAWN AVENUE,ok,3066720006,3320861,"142 HIGHLAWN AVENUE, Brooklyn, NY, USA",0.8,fallback,142,HIGHLAWN AVENUE,2026-09-20T19:46:24+00:00
Brooklyn|1437|52 STREET,ok,3056570061,3138432,"1437 52 STREET, Brooklyn, NY, USA",0.8,fallback,1437,52 STREET,2026-09-20T19:46:25+00:00
Brooklyn|143|MONTAGUE STREET,ok,3002430016,3001986,"143 MONTAGUE STREET, Brooklyn, NY, USA",0.8,fallback,143,MONTAGUE STREET,2026-09-20T19:46:24+00:00
Brooklyn|143|ROEBLING STREET,ok,3023680001,3342064,"143 ROEBLING STREET, Brooklyn, NY, USA",0.8,fallback,143,ROEBLING STREET,2026-09-20T19:46:25+00:00
Brooklyn|1442|44 STREET,ok,3056120020,3327682,"1442 44 STREET, Brooklyn, NY, USA",0.8,fallback,1442,44 STREET,2026-09-20T19:46:25+00:00
Brooklyn|145|KENILWORTH PLACE,ok,3075577501,3205836,"145 KENILWORTH PLACE, Brooklyn, NY, USA",0.8,fallback,145,KENILWORTH PLACE,2026-09-20T19:46:25+00:00
Brooklyn|1473|FULTON STREET,ok,3018570024,3338750,"1473 FULTON STREET, Brooklyn, NY, USA",0.8,fallback,1473,FULTON STREET,2026-09-20T19:46:25+00:00
Brooklyn|149|12 STREET,ok,3010200045,3022771,"149 12 STREET, Brooklyn, NY, USA",0.8,fallback,149,12 STREET,2026-09-20T19:46:25+00:00
Brooklyn|1502|WEST 6 STREET,ok,3066000008,3174339,"1502 WEST 6 STREET, Brooklyn, NY, USA",0.8,fallback,1502,WEST 6 STREET,2026-09-20T19:46:25+00:00
Brooklyn|1505|EAST 29 STREET,ok,3076900044,3211288,"1505 EAST 29 STREET, Brooklyn, NY, USA",0.8,fallback,1505,EAST 29 STREET,2026-09-20T19:46:25+00:00
Brooklyn|150|CALYER STREET,ok,3025950017,3065306,"150 CALYER STREET, Brooklyn, NY, USA",0.8,fallback,150,CALYER STREET,2026-09-20T19:46:25+00:00
Brooklyn|150|CAYLER STREET,mismatch,,,"150 LIVINGSTON STREET, Brooklyn, NY, USA",,,150,LIVINGSTON STREET,2026-09-20T19:51:07+00:00
Brooklyn|1510|BROADWAY,ok,3014897501,3427485,"1510 BROADWAY, Brooklyn, NY, USA",0.8,fallback,1510,BROADWAY,2026-09-20T19:46:26+00:00
Brooklyn|1515|CARROLL STREET,ok,3014070001,3000000,"1515 CARROLL STREET, Brooklyn, NY, USA",0.8,fallback,1515,CARROLL STREET,2026-09-20T19:46:26+00:00
Brooklyn|151|BALTIC STREET,ok,3003050034,3003315,"151 BALTIC STREET, Brooklyn, NY, USA",0.8,fallback,151,BALTIC STREET,2026-09-20T19:46:25+00:00
Brooklyn|151|ETNA STREET,ok,3041020051,3090807,"151 ETNA STREET, Brooklyn, NY, USA",0.8,fallback,151,ETNA STREET,2026-09-20T19:46:25+00:00
Brooklyn|1526|PACIFIC STREET,ok,3012100038,3030209,"1526 PACIFIC STREET, Brooklyn, NY, USA",0.8,fallback,1526,PACIFIC STREET,2026-09-20T19:46:26+00:00
Brooklyn|1529|BROOKLYN AVENUE,ok,3050110031,3000000,"1529 BROOKLYN AVENUE, Brooklyn, NY, USA",0.8,fallback,1529,BROOKLYN AVENUE,2026-09-20T19:46:26+00:00
Brooklyn|1538|NEW YORK AVENUE,ok,3050070062,3114052,"1538 NEW YORK AVENUE, Brooklyn, NY, USA",0.8,fallback,1538,NEW YORK AVENUE,2026-09-20T19:46:26+00:00
Brooklyn|1539|STERLING PLACE,ok,3013740070,3036628,"1539 STERLING PLACE, Brooklyn, NY, USA",0.8,fallback,1539,STERLING PLACE,2026-09-20T19:46:26+00:00
Brooklyn|1541|MYRTLE AVENUE,ok,3033280001,3076173,"1541 MYRTLE AVENUE, Brooklyn, NY, USA",0.8,fallback,1541,MYRTLE AVENUE,2026-09-20T19:46:26+00:00
Brooklyn|1542|38 STREET,ok,3053660021,3125848,"1542 38 STREET, Brooklyn, NY, USA",0.8,fallback,1542,38 STREET,2026-09-20T19:46:26+00:00
Brooklyn|154|WASHINGTON AVENUE,ok,3018890081,3054395,"154 WASHINGTON AVENUE, Brooklyn, NY, USA",0.8,fallback,154,WASHINGTON AVENUE,2026-09-20T19:46:26+00:00
Brooklyn|1554|DUMONT AVENUE,ok,3044720003,3098625,"1554 DUMONT AVENUE, Brooklyn, NY, USA",0.8,fallback,1554,DUMONT AVENUE,2026-09-20T19:46:26+00:00
Brooklyn|1558|PACIFIC STREET,ok,3013400020,3000000,"1558 PACIFIC STREET, Brooklyn, NY, USA",0.8,fallback,1558,PACIFIC STREET,2026-09-20T19:46:26+00:00
Brooklyn|1560|PACIFIC STREET,ok,3013400021,3000000,"1560 PACIFIC STREET, Brooklyn, NY, USA",0.8,fallback,1560,PACIFIC STREET,2026-09-20T19:46:26+00:00
Brooklyn|1561|BEDFORD AVENUE,ok,3012740001,3033161,"1561 BEDFORD AVENUE, Brooklyn, NY, USA",0.8,fallback,1561,BEDFORD AVENUE,2026-09-20T19:46:26+00:00
Brooklyn|1571|KIMBALL STREET,ok,3078590011,3219273,"1571 KIMBALL STREET, Brooklyn, NY, USA",0.8,fallback,1571,KIMBALL STREET,2026-09-20T19:46:26+00:00
Brooklyn|1572|EAST 15 STREET,ok,3067610037,3181818,"1572 EAST 15 STREET, Brooklyn, NY, USA",0.8,fallback,1572,EAST 15 STREET,2026-09-20T19:46:26+00:00
Brooklyn|15|ABERDEEN STREET,ok,3034660056,3080436,"15 ABERDEEN STREET, Brooklyn, NY, USA",0.8,fallback,15,ABERDEEN STREET,2026-09-20T19:46:25+00:00
Brooklyn|15|HUDSON AVENUE,mismatch,,,"15 HUDSON BOULEVARD, Brooklyn, NY, USA",,,15,HUDSON BOULEVARD,2026-09-20T19:46:25+00:00
Brooklyn|15|KOSSUTH PLACE,ok,3032520050,3392657,"15 KOSSUTH PLACE, Brooklyn, NY, USA",0.8,fallback,15,KOSSUTH PLACE,2026-09-20T19:46:25+00:00
Brooklyn|1602|EAST 56 STREET,ok,3084950048,3239863,"1602 EAST 56 STREET, Brooklyn, NY, USA",0.8,fallback,1602,EAST 56 STREET,2026-09-20T19:46:27+00:00
Brooklyn|160|EAST 46 STREET,ok,3048250040,3107617,"160 EAST 46 STREET, Brooklyn, NY, USA",0.8,fallback,160,EAST 46 STREET,2026-09-20T19:46:27+00:00
Brooklyn|161|NORTH 5 STREET,ok,3023360038,3408189,"161 NORTH 5 STREET, Brooklyn, NY, USA",0.8,fallback,161,NORTH 5 STREET,2026-09-20T19:46:27+00:00
Brooklyn|1623|AVENUE P,ok,3067630046,3000000,"1623 AVENUE P, Brooklyn, NY, USA",0.8,fallback,1623,AVENUE P,2026-09-20T19:51:07+00:00
Brooklyn|162|MOFFAT STREET,ok,3034460030,3080144,"162 MOFFAT STREET, Brooklyn, NY, USA",0.8,fallback,162,MOFFAT STREET,2026-09-20T19:46:27+00:00
Brooklyn|1634|66 STREET,ok,3055590023,3134191,"1634 66 STREET, Brooklyn, NY, USA",0.8,fallback,1634,66 STREET,2026-09-20T19:46:27+00:00
Brooklyn|1634|CHURCH AVENUE,ok,3050977501,3426423,"1634 CHURCH AVENUE, Brooklyn, NY, USA",0.8,fallback,1634,CHURCH AVENUE,2026-09-20T19:46:27+00:00
Brooklyn|163|RUTLEDGE STREET,ok,3022180044,3060794,"163 RUTLEDGE STREET, Brooklyn, NY, USA",0.8,fallback,163,RUTLEDGE STREET,2026-09-20T19:46:27+00:00
Brooklyn|164|SUYDAM STREET,ok,3032180014,3073119,"164 SUYDAM STREET, Brooklyn, NY, USA",0.8,fallback,164,SUYDAM STREET,2026-09-20T19:46:27+00:00
Brooklyn|1662|45 STREET,ok,3054340033,3128476,"1662 45 STREET, Brooklyn, NY, USA",0.8,fallback,1662,45 STREET,2026-09-20T19:46:27+00:00
Brooklyn|1668|EAST 48 STREET,ok,3078720068,3219828,"1668 EAST 48 STREET, Brooklyn, NY, USA",0.8,fallback,1668,EAST 48 STREET,2026-09-20T19:46:27+00:00
Brooklyn|166|KINGS HIGHWAY,ok,3066190042,3175285,"166 KINGS HIGHWAY, Brooklyn, NY, USA",0.8,fallback,166,KINGS HIGHWAY,2026-09-20T19:46:27+00:00
Brooklyn|1670|42 STREET,ok,3053800033,3126428,"1670 42 STREET, Brooklyn, NY, USA",0.8,fallback,1670,42 STREET,2026-09-20T19:46:27+00:00
Brooklyn|168|PLYMOUTH STREET,ok,3000307501,3329410,"168 PLYMOUTH STREET, Brooklyn, NY, USA",0.8,fallback,168,PLYMOUTH STREET,2026-09-20T19:46:27+00:00
Brooklyn|169|LOTT STREET,ok,3051360062,3117945,"169 LOTT STREET, Brooklyn, NY, USA",0.8,fallback,169,LOTT STREET,2026-09-20T19:46:28+00:00
Brooklyn|16|SPENCER PLACE,ok,3019990022,3000000,"16 SPENCER PLACE, Brooklyn, NY, USA",0.8,fallback,16,SPENCER PLACE,2026-09-20T19:46:27+00:00
Brooklyn|1701|ALLERTON AVENUE,mismatch,,,"1701 ALLERTON AVENUE, Bronx, NY, USA",,,1701,ALLERTON AVENUE,2026-09-20T19:46:28+00:00
Brooklyn|1715|EAST 17 STREET,ok,3068000086,3183129,"1715 EAST 17 STREET, Brooklyn, NY, USA",0.8,fallback,1715,EAST 17 STREET,2026-09-20T19:46:28+00:00
Brooklyn|1717|SHORE PARKWAY,ok,3069250079,3187579,"1717 SHORE PARKWAY, Brooklyn, NY, USA",0.8,fallback,1717,SHORE PARKWAY,2026-09-20T19:46:28+00:00
Brooklyn|1719|AVENUE P,ok,3067640046,3181968,"1719 AVENUE P, Brooklyn, NY, USA",0.8,fallback,1719,AVENUE P,2026-09-20T19:51:07+00:00
Brooklyn|171|STOCKHOLM STREET,ok,3032460043,3326326,"171 STOCKHOLM STREET, Brooklyn, NY, USA",0.8,fallback,171,STOCKHOLM STREET,2026-09-20T19:46:28+00:00
Brooklyn|1729|54 STREET,ok,3054790068,3130259,"1729 54 STREET, Brooklyn, NY, USA",0.8,fallback,1729,54 STREET,2026-09-20T19:46:28+00:00
Brooklyn|1730|BEDFORD AVENUE,ok,3013067501,3430013,"1730 BEDFORD AVENUE, Brooklyn, NY, USA",0.8,fallback,1730,BEDFORD AVENUE,2026-09-20T19:46:28+00:00
Brooklyn|1740-1746|NOSTRAND AVENUE,mismatch,,,"1746 NOSTRAND AVENUE, Brooklyn, NY, USA",,,1746,NOSTRAND AVENUE,2026-09-20T19:51:07+00:00
Brooklyn|174|MESEROLE STREET,ok,3030530013,3071138,"174 MESEROLE STREET, Brooklyn, NY, USA",0.8,fallback,174,MESEROLE STREET,2026-09-20T19:46:28+00:00
Brooklyn|175|28 AVENUE,ok,3069160065,3187375,"175 28 AVENUE, Brooklyn, NY, USA",0.8,fallback,175,28 AVENUE,2026-09-20T19:46:28+00:00
Brooklyn|1770|KIMBALL STREET,ok,3078860069,3220641,"1770 KIMBALL STREET, Brooklyn, NY, USA",0.8,fallback,1770,KIMBALL STREET,2026-09-20T19:46:28+00:00
Brooklyn|1782|EAST 92 STREET,ok,3083220028,3235091,"1782 EAST 92 STREET, Brooklyn, NY, USA",0.8,fallback,1782,EAST 92 STREET,2026-09-20T19:46:28+00:00
Brooklyn|1802|WEST 8 STREET,ok,3066720006,3320861,"1802 WEST 8 STREET, Brooklyn, NY, USA",0.8,fallback,1802,WEST 8 STREET,2026-09-20T20:11:01+00:00
Brooklyn|1809|EMMONS AVENUE,ok,3087737501,3247051,"1809 EMMONS AVENUE, Brooklyn, NY, USA",0.8,fallback,1809,EMMONS AVENUE,2026-09-20T19:41:58+00:00
Brooklyn|180|REMSEN STREET,ok,3002550036,3335934,"180 REMSEN STREET, Brooklyn, NY, USA",0.8,fallback,180,REMSEN STREET,2026-09-20T19:46:28+00:00
Brooklyn|181|LANGHAM STREET,ok,3087550066,3246648,"181 LANGHAM STREET, Brooklyn, NY, USA",0.8,fallback,181,LANGHAM STREET,2026-09-20T19:46:28+00:00
Brooklyn|182|FLATBUSH AVENUE,ok,3009290001,3018408,"182 FLATBUSH AVENUE, Brooklyn, NY, USA",0.8,fallback,182,FLATBUSH AVENUE,2026-09-20T19:46:29+00:00
Brooklyn|182|GRAHAM AVENUE,ok,3030530008,3327943,"182 GRAHAM AVENUE, Brooklyn, NY, USA",0.8,fallback,182,GRAHAM AVENUE,2026-09-20T19:46:29+00:00
Brooklyn|183|MINNA STREET,ok,3053040021,3123492,"183 MINNA STREET, Brooklyn, NY, USA",0.8,fallback,183,MINNA STREET,2026-09-20T19:46:29+00:00
Brooklyn|1840|60 STREET,ok,3055190022,3132147,"1840 60 STREET, Brooklyn, NY, USA",0.8,fallback,1840,60 STREET,2026-09-20T19:46:29+00:00
Brooklyn|1845|58 STREET,ok,3054940111,3130925,"1845 58 STREET, Brooklyn, NY, USA",0.8,fallback,1845,58 STREET,2026-09-20T19:46:29+00:00
Brooklyn|184|NASSAU AVENUE,ok,3026850004,3066978,"184 NASSAU AVENUE, Brooklyn, NY, USA",0.8,fallback,184,NASSAU AVENUE,2026-09-20T19:46:29+00:00
Brooklyn|184|NOSTRAND AVENUE,ok,3017530042,3048591,"184 NOSTRAND AVENUE, Brooklyn, NY, USA",0.8,fallback,184,NOSTRAND AVENUE,2026-09-20T19:46:29+00:00
Brooklyn|185|AINSLIE STREET,ok,3027697502,3069031,"185 AINSLIE STREET, Brooklyn, NY, USA",0.8,fallback,185,AINSLIE STREET,2026-09-20T19:46:29+00:00
Brooklyn|186|HURON STREET,ok,3025337504,3428827,"186 HURON STREET, Brooklyn, NY, USA",0.8,fallback,186,HURON STREET,2026-09-20T19:46:29+00:00
Brooklyn|1889|ATLANTIC AVENUE,ok,3017140030,3000000,"1889 ATLANTIC AVENUE, Brooklyn, NY, USA",0.8,fallback,1889,ATLANTIC AVENUE,2026-09-20T19:46:29+00:00
Brooklyn|188|COVERT STREET,ok,3034230026,3342356,"188 COVERT STREET, Brooklyn, NY, USA",0.8,fallback,188,COVERT STREET,2026-09-20T19:46:29+00:00
Brooklyn|1906|EASTERN PARKWAY,ok,3015710016,3042707,"1906 EASTERN PARKWAY, Brooklyn, NY, USA",0.8,fallback,1906,EASTERN PARKWAY,2026-09-20T19:46:29+00:00
Brooklyn|190|NASHVILLE BOULEVARD,mismatch,,,"190-08 NASHVILLE BOULEVARD, Springfield Gardens, NY, USA",,,190-08,NASHVILLE BOULEVARD,2026-09-20T19:54:22+00:00
Brooklyn|1912|61 STREET,ok,3055270011,3132522,"1912 61 STREET, Brooklyn, NY, USA",0.8,fallback,1912,61 STREET,2026-09-20T19:46:29+00:00
Brooklyn|191|WITHERS STREET,ok,3027407504,3322792,"191 WITHERS STREET, Brooklyn, NY, USA",0.8,fallback,191,WITHERS STREET,2026-09-20T19:46:29+00:00
Brooklyn|1921|CORTELYOU ROAD,ok,3051507501,3118533,"1921 CORTELYOU ROAD, Brooklyn, NY, USA",0.8,fallback,1921,CORTELYOU ROAD,2026-09-20T19:46:30+00:00
Brooklyn|1929|81 STREET,ok,3062860065,3163387,"1929 81 STREET, Brooklyn, NY, USA",0.8,fallback,1929,81 STREET,2026-09-20T19:46:30+00:00
Brooklyn|1941|73 STREET,ok,3061950061,3158607,"1941 73 STREET, Brooklyn, NY, USA",0.8,fallback,1941,73 STREET,2026-09-20T19:46:30+00:00
Brooklyn|195|HAVEMEYER STREET,ok,3024470003,3063466,"195 HAVEMEYER STREET, Brooklyn, NY, USA",0.8,fallback,195,HAVEMEYER STREET,2026-09-20T19:46:30+00:00
Brooklyn|195|HUMBOLDT STREET,ok,3030447506,3429901,"195 HUMBOLDT STREET, Brooklyn, NY, USA",0.8,fallback,195,HUMBOLDT STREET,2026-09-20T19:46:30+00:00
Brooklyn|1964|68 STREET,ok,3055780028,3135036,"1964 68 STREET, Brooklyn, NY, USA",0.8,fallback,1964,68 STREET,2026-09-20T19:46:30+00:00
Brooklyn|1967|BERGEN STREET,ok,3014470071,3038937,"1967 BERGEN STREET, Brooklyn, NY, USA",0.8,fallback,1967,BERGEN STREET,2026-09-20T19:46:30+00:00
Brooklyn|1968|BATCHELDER STREET,ok,3073110032,3197744,"1968 BATCHELDER STREET, Brooklyn, NY, USA",0.8,fallback,1968,BATCHELDER STREET,2026-09-20T19:46:30+00:00
Brooklyn|197|PROSPECT AVENUE,ok,3010520080,3024164,"197 PROSPECT AVENUE, Brooklyn, NY, USA",0.8,fallback,197,PROSPECT AVENUE,2026-09-20T19:46:30+00:00
Brooklyn|1984|EAST 8 STREET,ok,3070890042,3190539,"1984 EAST 8 STREET, Brooklyn, NY, USA",0.8,fallback,1984,EAST 8 STREET,2026-09-20T19:46:30+00:00
Brooklyn|199|GREEN STREET,ok,3025130046,3064076,"199 GREEN STREET, Brooklyn, NY, USA",0.8,fallback,199,GREEN STREET,2026-09-20T19:46:30+00:00
Brooklyn|19|ROCKWELL PLACE,ok,3020950010,3430082,"19 ROCKWELL PLACE, Brooklyn, NY, USA",0.8,fallback,19,ROCKWELL PLACE,2026-09-20T19:46:29+00:00
Brooklyn|1|CLINTON STREET,ok,3002397501,3421378,"1 CLINTON STREET, Brooklyn, NY, USA",0.8,fallback,1,CLINTON STREET,2026-09-20T19:46:18+00:00
Brooklyn|1|EAGLE STREET,ok,3024720021,3426510,"1 EAGLE STREET, Brooklyn, NY, USA",0.8,fallback,1,EAGLE STREET,2026-09-20T19:46:18+00:00
Brooklyn|1|METROTECH CENTER,ok,3001470004,3319418,"1 METROTECH CENTER, Brooklyn, NY, USA",0.8,fallback,1,METROTECH CENTER,2026-09-20T19:51:06+00:00
Brooklyn|1|SULLIVAN PLACE,ok,3011920095,3429588,"1 SULLIVAN PLACE, Brooklyn, NY, USA",0.8,fallback,1,SULLIVAN PLACE,2026-09-20T19:46:18+00:00
Brooklyn|200-204|CALYER STREET,mismatch,,,"204 CALYER STREET, Brooklyn, NY, USA",,,204,CALYER STREET,2026-09-20T19:51:07+00:00
Brooklyn|2000|KINGS HIGHWAY,ok,3067830076,3182577,"2000 KINGS HIGHWAY, Brooklyn, NY, USA",0.8,fallback,2000,KINGS HIGHWAY,2026-09-20T19:46:31+00:00
Brooklyn|2006|SURF AVENUE,ok,3070727501,3424222,"2006 SURF AVENUE, Brooklyn, NY, USA",0.8,fallback,2006,SURF AVENUE,2026-09-20T19:46:31+00:00
Brooklyn|200|BEDFORD AVENUE,ok,3023350020,3062187,"200 BEDFORD AVENUE, Brooklyn, NY, USA",0.8,fallback,200,BEDFORD AVENUE,2026-09-20T19:46:31+00:00
Brooklyn|200|CALYER STREET,ok,3025980013,3065363,"200 CALYER STREET, Brooklyn, NY, USA",0.8,fallback,200,CALYER STREET,2026-09-20T19:46:31+00:00
Brooklyn|200|RIVERSIDE BOULEVARD,mismatch,,,"200 RIVERSIDE BOULEVARD, New York, NY, USA",,,200,RIVERSIDE BOULEVARD,2026-09-20T19:46:31+00:00
Brooklyn|2010|OCEAN AVENUE,ok,3067660022,3182042,"2010 OCEAN AVENUE, Brooklyn, NY, USA",0.8,fallback,2010,OCEAN AVENUE,2026-09-20T19:46:31+00:00
Brooklyn|2055|FULTON STREET,ok,3015410002,3042000,"2055 FULTON STREET, Brooklyn, NY, USA",0.8,fallback,2055,FULTON STREET,2026-09-20T19:46:31+00:00
Brooklyn|205|FREEMAN STREET,ok,3025057501,3063974,"205 FREEMAN STREET, Brooklyn, NY, USA",0.8,fallback,205,FREEMAN STREET,2026-09-20T19:46:31+00:00
Brooklyn|2065|80 STREET,ok,3062750049,3162882,"2065 80 STREET, Brooklyn, NY, USA",0.8,fallback,2065,80 STREET,2026-09-20T19:46:31+00:00
Brooklyn|2066|85 STREET,ok,3063467501,3165844,"2066 85 STREET, Brooklyn, NY, USA",0.8,fallback,2066,85 STREET,2026-09-20T19:46:31+00:00
Brooklyn|2067|PACIFIC STREET,ok,3014320066,3038555,"2067 PACIFIC STREET, Brooklyn, NY, USA",0.8,fallback,2067,PACIFIC STREET,2026-09-20T19:46:31+00:00
Brooklyn|209|SCHAEFER STREET,ok,3034230144,3389271,"209 SCHAEFER STREET, Brooklyn, NY, USA",0.8,fallback,209,SCHAEFER STREET,2026-09-20T19:46:31+00:00
Brooklyn|20|BAYARD STREET,ok,3027217503,3391875,"20 BAYARD STREET, Brooklyn, NY, USA",0.8,fallback,20,BAYARD STREET,2026-09-20T19:46:31+00:00
Brooklyn|2105|82 STREET,ok,3062990070,3163928,"2105 82 STREET, Brooklyn, NY, USA",0.8,fallback,2105,82 STREET,2026-09-20T19:46:32+00:00
Brooklyn|2109|REGENT PLACE,ok,3051250031,3117644,"2109 REGENT PLACE, Brooklyn, NY, USA",0.8,fallback,2109,REGENT PLACE,2026-09-20T19:46:32+00:00
Brooklyn|210|EAST 16 STREET,ok,3051190026,3000000,"210 EAST 16 STREET, Brooklyn, NY, USA",0.8,fallback,210,EAST 16 STREET,2026-09-20T19:46:32+00:00
Brooklyn|2129|EAST 74 STREET,ok,3084340028,3237780,"2129 EAST 74 STREET, Brooklyn, NY, USA",0.8,fallback,2129,EAST 74 STREET,2026-09-20T19:46:32+00:00
Brooklyn|212|LEFFERTS PLACE,ok,3020200043,3057881,"212 LEFFERTS PLACE, Brooklyn, NY, USA",0.8,fallback,212,LEFFERTS PLACE,2026-09-20T19:46:32+00:00
Brooklyn|212|MONTROSE AVENUE,ok,3030630008,3071239,"212 MONTROSE AVENUE, Brooklyn, NY, USA",0.8,fallback,212,MONTROSE AVENUE,2026-09-20T19:46:32+00:00
Brooklyn|2158|OCEAN AVENUE,ok,3067827502,3182529,"2158 OCEAN AVENUE, Brooklyn, NY, USA",0.8,fallback,2158,OCEAN AVENUE,2026-09-20T19:46:32+00:00
Brooklyn|2170|86 STREET,ok,3063800041,3167064,"2170 86 STREET, Brooklyn, NY, USA",0.8,fallback,2170,86 STREET,2026-09-20T19:46:32+00:00
Brooklyn|217|9 STREET,ok,3010030051,3430394,"217 9 STREET, Brooklyn, NY, USA",0.8,fallback,217,9 STREET,2026-09-20T19:46:32+00:00
