query_key,status,bbl,bin,label,pelias_confidence,match_type,returned_number,returned_street,geocoded_at
Brooklyn|2186|ATLANTIC AVENUE,ok,3014330040,3038571,"2186 ATLANTIC AVENUE, Brooklyn, NY, USA",0.8,fallback,2186,ATLANTIC AVENUE,2026-09-20T19:46:32+00:00
Brooklyn|219|CENTRAL AVENUE,ok,3032550001,3074096,"219 CENTRAL AVENUE, Brooklyn, NY, USA",0.8,fallback,219,CENTRAL AVENUE,2026-09-20T19:46:32+00:00
Brooklyn|21|NORTH HENRY STREET,ok,3028317501,3069794,"21 NORTH HENRY STREET, Brooklyn, NY, USA",0.8,fallback,21,NORTH HENRY STREET,2026-09-20T19:46:31+00:00
Brooklyn|2210|AVENUE S,ok,3073010004,3197150,"2210 AVENUE S, Brooklyn, NY, USA",0.8,fallback,2210,AVENUE S,2026-09-20T19:51:07+00:00
Brooklyn|2230|CROPSEY AVENUE,ok,3064717502,3329131,"2230 CROPSEY AVENUE, Brooklyn, NY, USA",0.8,fallback,2230,CROPSEY AVENUE,2026-09-20T19:46:32+00:00
Brooklyn|2243|EAST 3 STREET,ok,3071550001,3254017,"2243 EAST 3 STREET, Brooklyn, NY, USA",0.8,fallback,2243,EAST 3 STREET,2026-09-20T19:46:32+00:00
Brooklyn|2249|NOSTRAND AVENUE,ok,3075760016,3429704,"2249 NOSTRAND AVENUE, Brooklyn, NY, USA",0.8,fallback,2249,NOSTRAND AVENUE,2026-09-20T19:46:32+00:00
Brooklyn|225|PARK PLACE,ok,3011580061,3028744,"225 PARK PLACE, Brooklyn, NY, USA",0.8,fallback,225,PARK PLACE,2026-09-20T19:51:07+00:00
Brooklyn|2266|PACIFIC STREET,ok,3014420036,3428881,"2266 PACIFIC STREET, Brooklyn, NY, USA",0.8,fallback,2266,PACIFIC STREET,2026-09-20T19:46:33+00:00
Brooklyn|227|WEST STREET,ok,3024720021,3428862,"227 WEST STREET, Brooklyn, NY, USA",0.8,fallback,227,WEST STREET,2026-09-20T19:46:33+00:00
Brooklyn|2286|CROPSEY AVENUE,ok,3064717501,3425955,"2286 CROPSEY AVENUE, Brooklyn, NY, USA",0.8,fallback,2286,CROPSEY AVENUE,2026-09-20T19:46:33+00:00
Brooklyn|229|9 STREET,ok,3010037505,3426829,"229 9 STREET, Brooklyn, NY, USA",0.8,fallback,229,9 STREET,2026-09-20T19:46:33+00:00
Brooklyn|229|WAVERLY AVENUE,ok,3019170018,3399735,"229 WAVERLY AVENUE, Brooklyn, NY, USA",0.8,fallback,229,WAVERLY AVENUE,2026-09-20T19:46:33+00:00
Brooklyn|2310|EAST 15 STREET,ok,3073990111,3349291,"2310 EAST 15 STREET, Brooklyn, NY, USA",0.8,fallback,2310,EAST 15 STREET,2026-09-20T19:46:33+00:00
Brooklyn|231|46 STREET,ok,3007450069,3332051,"231 46 STREET, Brooklyn, NY, USA",0.8,fallback,231,46 STREET,2026-09-20T19:46:33+00:00
Brooklyn|231|SOUTH 4 STREET,ok,3024330033,3063313,"231 SOUTH 4 STREET, Brooklyn, NY, USA",0.8,fallback,231,SOUTH 4 STREET,2026-09-20T19:46:33+00:00
Brooklyn|2322|PLUMB STREET,mismatch,,,"2322 PLUMB 1 STREET, Brooklyn, NY, USA",,,2322,PLUMB 1 STREET,2026-09-20T19:46:33+00:00
Brooklyn|232|PRESIDENT STREET,ok,3003510009,3004803,"232 PRESIDENT STREET, Brooklyn, NY, USA",0.8,fallback,232,PRESIDENT STREET,2026-09-20T19:46:33+00:00
Brooklyn|2348|61 STREET,ok,3065560026,3172337,"2348 61 STREET, Brooklyn, NY, USA",0.8,fallback,2348,61 STREET,2026-09-20T19:46:33+00:00
Brooklyn|234|LINDEN BOULEVARD,ok,3050880033,3116819,"234 LINDEN BOULEVARD, Brooklyn, NY, USA",0.8,fallback,234,LINDEN BOULEVARD,2026-09-20T19:46:33+00:00
Brooklyn|2350|BENSON AVENUE,ok,3068750032,3185973,"2350 BENSON AVENUE, Brooklyn, NY, USA",0.8,fallback,2350,BENSON AVENUE,2026-09-20T19:51:07+00:00
Brooklyn|236|47 STREET,ok,3007630020,3337220,"236 47 STREET, Brooklyn, NY, USA",0.8,fallback,236,47 STREET,2026-09-20T19:46:33+00:00
Brooklyn|236|BERRY STREET,mismatch,,,"295 BERRY STREET, Brooklyn, NY, USA",,,295,BERRY STREET,2026-09-20T19:46:34+00:00
Brooklyn|2370|PACIFIC STREET,ok,3014430025,3038779,"2370 PACIFIC STREET, Brooklyn, NY, USA",0.8,fallback,2370,PACIFIC STREET,2026-09-20T19:46:34+00:00
Brooklyn|2395|LINDEN BOULEVARD,ok,3044780042,3000000,"2395 LINDEN BOULEVARD, Brooklyn, NY, USA",0.8,fallback,2395,LINDEN BOULEVARD,2026-09-20T19:46:34+00:00
Brooklyn|23|LUQUER STREET,ok,3005130040,3008279,"23 LUQUER STREET, Brooklyn, NY, USA",0.8,fallback,23,LUQUER STREET,2026-09-20T19:46:33+00:00
Brooklyn|23|WEIRFIELD STREET,ok,3033940051,3078184,"23 WEIRFIELD STREET, Brooklyn, NY, USA",0.8,fallback,23,WEIRFIELD STREET,2026-09-20T19:46:33+00:00
Brooklyn|241|ARLINGTON AVENUE,mismatch,,,"49 ARLINGTON AVENUE, Brooklyn, NY, USA",,,49,ARLINGTON AVENUE,2026-09-20T19:46:34+00:00
Brooklyn|241|LAKE STREET,ok,3071030064,3000000,"241 LAKE STREET, Brooklyn, NY, USA",0.8,fallback,241,LAKE STREET,2026-09-20T19:46:34+00:00
Brooklyn|2423|EAST 26 STREET,ok,3074220766,3203496,"2423 EAST 26 STREET, Brooklyn, NY, USA",0.8,fallback,2423,EAST 26 STREET,2026-09-20T19:46:34+00:00
Brooklyn|243|4 AVENUE,ok,3009587504,3425188,"243 4 AVENUE, Brooklyn, NY, USA",0.8,fallback,243,4 AVENUE,2026-09-20T19:46:34+00:00
Brooklyn|244|TROUTMAN STREET,ok,3031860023,3072516,"244 TROUTMAN STREET, Brooklyn, NY, USA",0.8,fallback,244,TROUTMAN STREET,2026-09-20T19:46:34+00:00
Brooklyn|248|SOUTH 3 STREET,ok,3024340009,3406537,"248 SOUTH 3 STREET, Brooklyn, NY, USA",0.8,fallback,248,SOUTH 3 STREET,2026-09-20T19:46:34+00:00
Brooklyn|250|WINTHROP STREET,ok,3050500023,3428842,"250 WINTHROP STREET, Brooklyn, NY, USA",0.8,fallback,250,WINTHROP STREET,2026-09-20T19:51:07+00:00
Brooklyn|253|STERLING STREET,ok,3013150065,3034821,"253 STERLING STREET, Brooklyn, NY, USA",0.8,fallback,253,STERLING STREET,2026-09-20T19:46:34+00:00
Brooklyn|254|WINTHROP STREET,ok,3050500024,3428843,"254 WINTHROP STREET, Brooklyn, NY, USA",0.8,fallback,254,WINTHROP STREET,2026-09-20T19:46:34+00:00
Brooklyn|257|QUINCY STREET,ok,3018030086,3050654,"257 QUINCY STREET, Brooklyn, NY, USA",0.8,fallback,257,QUINCY STREET,2026-09-20T19:46:34+00:00
Brooklyn|2602|PITKIN AVENUE,ok,3042280013,3000000,"2602 PITKIN AVENUE, Brooklyn, NY, USA",0.8,fallback,2602,PITKIN AVENUE,2026-09-20T19:46:35+00:00
Brooklyn|260|BROADWAY,ok,3021400021,3059650,"260 BROADWAY, Brooklyn, NY, USA",0.8,fallback,260,BROADWAY,2026-09-20T19:46:34+00:00
Brooklyn|260|FLATBUSH AVENUE,ok,3009360017,3018775,"260 FLATBUSH AVENUE, Brooklyn, NY, USA",0.8,fallback,260,FLATBUSH AVENUE,2026-09-20T19:46:34+00:00
Brooklyn|260|HIMROD STREET,ok,3032790016,3074808,"260 HIMROD STREET, Brooklyn, NY, USA",0.8,fallback,260,HIMROD STREET,2026-09-20T19:46:34+00:00
Brooklyn|260|SOUTH 1 STREET,ok,3024090008,3063017,"260 SOUTH 1 STREET, Brooklyn, NY, USA",0.8,fallback,260,SOUTH 1 STREET,2026-09-20T19:46:34+00:00
Brooklyn|2630|OCEAN AVENUE,ok,3073520039,3199767,"2630 OCEAN AVENUE, Brooklyn, NY, USA",0.8,fallback,2630,OCEAN AVENUE,2026-09-20T19:46:35+00:00
Brooklyn|263|18 STREET,ok,3008730068,3324521,"263 18 STREET, Brooklyn, NY, USA",0.8,fallback,263,18 STREET,2026-09-20T19:46:35+00:00
Brooklyn|263|HANCOCK STREET,ok,3018340063,3052400,"263 HANCOCK STREET, Brooklyn, NY, USA",0.8,fallback,263,HANCOCK STREET,2026-09-20T19:46:35+00:00
Brooklyn|265|4 AVENUE,ok,3009647510,3020570,"265 4 AVENUE, Brooklyn, NY, USA",0.8,fallback,265,4 AVENUE,2026-09-20T19:46:35+00:00
Brooklyn|267|BOND STREET,ok,3004240001,3429687,"267 BOND STREET, Brooklyn, NY, USA",0.8,fallback,267,BOND STREET,2026-09-20T19:46:35+00:00
Brooklyn|2695|STILLWELL AVENUE,ok,3072470072,3254075,"2695 STILLWELL AVENUE, Brooklyn, NY, USA",0.8,fallback,2695,STILLWELL AVENUE,2026-09-20T19:46:35+00:00
Brooklyn|269|55 STREET,ok,3008210049,3014506,"269 55 STREET, Brooklyn, NY, USA",0.8,fallback,269,55 STREET,2026-09-20T19:46:35+00:00
Brooklyn|269|WALLABOUT STREET,ok,3022497504,3428594,"269 WALLABOUT STREET, Brooklyn, NY, USA",0.8,fallback,269,WALLABOUT STREET,2026-09-20T19:46:35+00:00
Brooklyn|2700|ATLANTIC AVENUE,ok,3036890012,3430474,"2700 ATLANTIC AVENUE, Brooklyn, NY, USA",0.8,fallback,2700,ATLANTIC AVENUE,2026-09-20T19:46:35+00:00
Brooklyn|270|19 STREET,ok,3008850027,3430129,"270 19 STREET, Brooklyn, NY, USA",0.8,fallback,270,19 STREET,2026-09-20T19:46:35+00:00
Brooklyn|2711|VOORHIES AVENUE,ok,3074720044,3205344,"2711 VOORHIES AVENUE, Brooklyn, NY, USA",0.8,fallback,2711,VOORHIES AVENUE,2026-09-20T19:46:35+00:00
Brooklyn|272|WILLIAMS AVENUE,ok,3037500021,3424158,"272 WILLIAMS AVENUE, Brooklyn, NY, USA",0.8,fallback,272,WILLIAMS AVENUE,2026-09-20T19:46:35+00:00
Brooklyn|273|RUTLEDGE STREET,ok,3022200051,3060910,"273 RUTLEDGE STREET, Brooklyn, NY, USA",0.8,fallback,273,RUTLEDGE STREET,2026-09-20T19:46:35+00:00
Brooklyn|274|55 STREET,ok,3008290033,3341324,"274 55 STREET, Brooklyn, NY, USA",0.8,fallback,274,55 STREET,2026-09-20T19:46:36+00:00
Brooklyn|2750|HOMECREST AVENUE,ok,3087640010,3246945,"2750 HOMECREST AVENUE, Brooklyn, NY, USA",0.8,fallback,2750,HOMECREST AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|275|ATLANTIC AVENUE,ok,3001750001,3000000,"275 ATLANTIC AVENUE, Brooklyn, NY, USA",0.8,fallback,275,ATLANTIC AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|2760|HARWAY AVENUE,ok,3069150098,3187326,"2760 HARWAY AVENUE, Brooklyn, NY, USA",0.8,fallback,2760,HARWAY AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|2777|ATLANTIC AVENUE,ok,3039460042,3427362,"2777 ATLANTIC AVENUE, Brooklyn, NY, USA",0.8,fallback,2777,ATLANTIC AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|278|ESSEX STREET,ok,3039710039,3088384,"278 ESSEX STREET, Brooklyn, NY, USA",0.8,fallback,278,ESSEX STREET,2026-09-20T19:46:36+00:00
Brooklyn|278|WARREN STREET,ok,3003960012,3323304,"278 WARREN STREET, Brooklyn, NY, USA",0.8,fallback,278,WARREN STREET,2026-09-20T19:46:36+00:00
Brooklyn|2795|CROPSEY AVENUE,ok,3069150044,3000000,"2795 CROPSEY AVENUE, Brooklyn, NY, USA",0.8,fallback,2795,CROPSEY AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|27|HUBBARD PLACE,ok,3078080001,3216949,"27 HUBBARD PLACE, Brooklyn, NY, USA",0.8,fallback,27,HUBBARD PLACE,2026-09-20T19:46:35+00:00
Brooklyn|2801|EMMONS AVENUE,ok,3087920063,3247460,"2801 EMMONS AVENUE, Brooklyn, NY, USA",0.8,fallback,2801,EMMONS AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|2811|FARRAGUT ROAD,ok,3052300003,3120967,"2811 FARRAGUT ROAD, Brooklyn, NY, USA",0.8,fallback,2811,FARRAGUT ROAD,2026-09-20T19:46:36+00:00
Brooklyn|2823|SNYDER AVENUE,ok,3051080057,3117344,"2823 SNYDER AVENUE, Brooklyn, NY, USA",0.8,fallback,2823,SNYDER AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|282|HINSDALE STREET,ok,3037660024,3427356,"282 HINSDALE STREET, Brooklyn, NY, USA",0.8,fallback,282,HINSDALE STREET,2026-09-20T19:46:36+00:00
Brooklyn|283|GRAHAM AVENUE,ok,3027820022,3338187,"283 GRAHAM AVENUE, Brooklyn, NY, USA",0.8,fallback,283,GRAHAM AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|285|6 AVENUE,ok,3009660001,3020659,"285 6 AVENUE, Brooklyn, NY, USA",0.8,fallback,285,6 AVENUE,2026-09-20T19:46:36+00:00
Brooklyn|285|DRIGGS AVENUE,ok,3026977502,3067528,"285 DRIGGS AVENUE, Brooklyn, NY, USA",0.8,fallback,285,DRIGGS AVENUE,2026-09-20T19:46:37+00:00
Brooklyn|286|HAMILTON AVENUE,ok,3005360021,3008463,"286 HAMILTON AVENUE, Brooklyn, NY, USA",0.8,fallback,286,HAMILTON AVENUE,2026-09-20T19:46:37+00:00
Brooklyn|286|WEST END AVENUE,ok,3087240186,3255015,"286 WEST END AVENUE, Brooklyn, NY, USA",0.8,fallback,286,WEST END AVENUE,2026-09-20T19:46:37+00:00
Brooklyn|2881|NOSTRAND AVENUE,ok,3076917501,3211324,"2881 NOSTRAND AVENUE, Brooklyn, NY, USA",0.8,fallback,2881,NOSTRAND AVENUE,2026-09-20T19:46:37+00:00
Brooklyn|2901|AVENUE U,ok,3073340045,3198902,"2901 AVENUE U, Brooklyn, NY, USA",0.8,fallback,2901,AVENUE U,2026-09-20T19:51:07+00:00
Brooklyn|2915|CLARENDON ROAD,ok,3051730038,3327301,"2915 CLARENDON ROAD, Brooklyn, NY, USA",0.8,fallback,2915,CLARENDON ROAD,2026-09-20T19:46:37+00:00
Brooklyn|292|KENT AVENUE,ok,3024147503,3335796,"292 KENT AVENUE, Brooklyn, NY, USA",0.8,fallback,292,KENT AVENUE,2026-09-20T19:46:37+00:00
Brooklyn|2933|WEST 15 STREET,ok,3070640035,3339623,"2933 WEST 15 STREET, Brooklyn, NY, USA",0.8,fallback,2933,WEST 15 STREET,2026-09-20T19:51:08+00:00
Brooklyn|2939|BRIGHTON 8 STREET,ok,3086680802,3244533,"2939 BRIGHTON 8 STREET, Brooklyn, NY, USA",0.8,fallback,2939,BRIGHTON 8 STREET,2026-09-20T19:46:37+00:00
Brooklyn|2939|CROPSEY AVENUE,ok,3069510016,3187936,"2939 CROPSEY AVENUE, Brooklyn, NY, USA",0.8,fallback,2939,CROPSEY AVENUE,2026-09-20T19:46:37+00:00
Brooklyn|297|WALLABOUT STREET,ok,3022507504,3000000,"297 WALLABOUT STREET, Brooklyn, NY, USA",0.8,fallback,297,WALLABOUT STREET,2026-09-20T19:46:37+00:00
Brooklyn|29|FROST STREET,ok,3027310037,3068046,"29 FROST STREET, Brooklyn, NY, USA",0.8,fallback,29,FROST STREET,2026-09-20T19:46:37+00:00
Brooklyn|29|MARCONI PLACE,ok,3015660004,3042533,"29 MARCONI PLACE, Brooklyn, NY, USA",0.8,fallback,29,MARCONI PLACE,2026-09-20T19:46:37+00:00
Brooklyn|29|WEST STREET,ok,3025700050,3425624,"29 WEST STREET, Brooklyn, NY, USA",0.8,fallback,29,WEST STREET,2026-09-20T19:46:37+00:00
Brooklyn|29|WILLOW STREET,ok,3002150003,3001565,"29 WILLOW STREET, Brooklyn, NY, USA",0.8,fallback,29,WILLOW STREET,2026-09-20T19:46:37+00:00
Brooklyn|2|ABERDEEN STREET,ok,3034680001,3326479,"2 ABERDEEN STREET, Brooklyn, NY, USA",0.8,fallback,2,ABERDEEN STREET,2026-09-20T19:46:30+00:00
Brooklyn|2|BAY 25 STREET,ok,3063750038,3166902,"2 BAY 25 STREET, Brooklyn, NY, USA",0.8,fallback,2,BAY 25 STREET,2026-09-20T19:46:30+00:00
Brooklyn|2|BERKELEY PLACE,ok,3009530010,3019768,"2 BERKELEY PLACE, Brooklyn, NY, USA",0.8,fallback,2,BERKELEY PLACE,2026-09-20T19:46:30+00:00
Brooklyn|2|COOK STREET,ok,3031190011,3071600,"2 COOK STREET, Brooklyn, NY, USA",0.8,fallback,2,COOK STREET,2026-09-20T19:46:31+00:00
Brooklyn|3009|GLENWOOD ROAD,ok,3050050007,3113941,"3009 GLENWOOD ROAD, Brooklyn, NY, USA",0.8,fallback,3009,GLENWOOD ROAD,2026-09-20T19:46:38+00:00
Brooklyn|300|CADMAN PLAZA WEST,ok,3002390001,3001937,"300 CADMAN PLAZA WEST, Brooklyn, NY, USA",0.8,fallback,300,CADMAN PLAZA WEST,2026-09-20T19:46:38+00:00
Brooklyn|300|OCEAN PARKWAY,ok,3053570030,3125450,"300 OCEAN PARKWAY, Brooklyn, NY, USA",0.8,fallback,300,OCEAN PARKWAY,2026-09-20T19:46:38+00:00
Brooklyn|30|EAST 29 STREET,ok,3051300015,3117830,"30 EAST 29 STREET, Brooklyn, NY, USA",0.8,fallback,30,EAST 29 STREET,2026-09-20T19:46:37+00:00
Brooklyn|30|EAST 98 STREET,ok,3046000017,3099554,"30 EAST 98 STREET, Brooklyn, NY, USA",0.8,fallback,30,EAST 98 STREET,2026-09-20T19:46:38+00:00
Brooklyn|30|FRONT STREET,ok,3000457502,3426503,"30 FRONT STREET, Brooklyn, NY, USA",0.8,fallback,30,FRONT STREET,2026-09-20T19:46:38+00:00
Brooklyn|3115|BRIGHTON 6 STREET,ok,3086910021,3245107,"3115 BRIGHTON 6 STREET, Brooklyn, NY, USA",0.8,fallback,3115,BRIGHTON 6 STREET,2026-09-20T19:46:38+00:00
Brooklyn|311|FRANKLIN AVENUE,ok,3019500005,3424967,"311 FRANKLIN AVENUE, Brooklyn, NY, USA",0.8,fallback,311,FRANKLIN AVENUE,2026-09-20T19:46:38+00:00
Brooklyn|312|3 AVENUE,ok,3004530054,3007684,"312 3 AVENUE, Brooklyn, NY, USA",0.8,fallback,312,3 AVENUE,2026-09-20T19:46:38+00:00
Brooklyn|319|LENOX ROAD,ok,3048370084,3107783,"319 LENOX ROAD, Brooklyn, NY, USA",0.8,fallback,319,LENOX ROAD,2026-09-20T19:46:38+00:00
Brooklyn|319|TROY AVENUE,ok,3014010001,3037707,"319 TROY AVENUE, Brooklyn, NY, USA",0.8,fallback,319,TROY AVENUE,2026-09-20T19:46:38+00:00
Brooklyn|31|AINSLIE STREET,ok,3023710050,3418393,"31 AINSLIE STREET, Brooklyn, NY, USA",0.8,fallback,31,AINSLIE STREET,2026-09-20T19:46:38+00:00
Brooklyn|31|KOSCIUSZKO STREET,ok,3017780031,3413812,"31 KOSCIUSZKO STREET, Brooklyn, NY, USA",0.8,fallback,31,KOSCIUSZKO STREET,2026-09-20T19:46:38+00:00
Brooklyn|3202|EMMONS AVENUE,ok,3088150525,3255299,"3202 EMMONS AVENUE, Brooklyn, NY, USA",0.8,fallback,3202,EMMONS AVENUE,2026-09-20T19:46:39+00:00
Brooklyn|3203|BEDFORD AVENUE,ok,3076070013,3207618,"3203 BEDFORD AVENUE, Brooklyn, NY, USA",0.8,fallback,3203,BEDFORD AVENUE,2026-09-20T19:46:39+00:00
Brooklyn|320|KENT AVENUE,ok,3024140026,3426897,"320 KENT AVENUE, Brooklyn, NY, USA",0.8,fallback,320,KENT AVENUE,2026-09-20T19:46:39+00:00
Brooklyn|32|BERRY STREET,ok,3022830038,3329523,"32 BERRY STREET, Brooklyn, NY, USA",0.8,fallback,32,BERRY STREET,2026-09-20T19:46:38+00:00
Brooklyn|32|FOUNTAIN AVENUE,ok,3041540061,3428798,"32 FOUNTAIN AVENUE, Brooklyn, NY, USA",0.8,fallback,32,FOUNTAIN AVENUE,2026-09-20T19:46:38+00:00
Brooklyn|331|ALABAMA AVENUE,ok,3037690001,3328017,"331 ALABAMA AVENUE, Brooklyn, NY, USA",0.8,fallback,331,ALABAMA AVENUE,2026-09-20T19:46:39+00:00
Brooklyn|333|14 STREET,ok,3010360018,3424463,"333 14 STREET, Brooklyn, NY, USA",0.8,fallback,333,14 STREET,2026-09-20T19:46:39+00:00
Brooklyn|333|AMBER STREET,mismatch,,,"416 AMBER STREET, Brooklyn, NY, USA",,,416,AMBER STREET,2026-09-20T19:46:39+00:00
Brooklyn|334|SAPPHIRE STREET,mismatch,,,"14940 SAPPHIRE STREET, Brooklyn, NY, USA",,,14940,SAPPHIRE STREET,2026-09-20T19:46:39+00:00
Brooklyn|338|MOFFAT STREET,ok,3034480118,3080180,"338 MOFFAT STREET, Brooklyn, NY, USA",0.8,fallback,338,MOFFAT STREET,2026-09-20T19:46:39+00:00
Brooklyn|339|CORNELIA STREET,ok,3033780146,3077373,"339 CORNELIA STREET, Brooklyn, NY, USA",0.8,fallback,339,CORNELIA STREET,2026-09-20T19:46:39+00:00
Brooklyn|33|CROSBY AVENUE,ok,3038840325,3086152,"33 CROSBY AVENUE, Brooklyn, NY, USA",0.8,fallback,33,CROSBY AVENUE,2026-09-20T19:46:39+00:00
Brooklyn|33|FROST STREET,ok,3027317501,3427199,"33 FROST STREET, Brooklyn, NY, USA",0.8,fallback,33,FROST STREET,2026-09-20T19:46:39+00:00
Brooklyn|33|HALE AVENUE,ok,3039160003,3086779,"33 HALE AVENUE, Brooklyn, NY, USA",0.8,fallback,33,HALE AVENUE,2026-09-20T19:46:39+00:00
Brooklyn|340|52 STREET,ok,3008060023,3013841,"340 52 STREET, Brooklyn, NY, USA",0.8,fallback,340,52 STREET,2026-09-20T19:46:39+00:00
Brooklyn|344|WILLOUGHBY AVENUE,ok,3019270033,3000000,"344 WILLOUGHBY AVENUE, Brooklyn, NY, USA",0.8,fallback,344,WILLOUGHBY AVENUE,2026-09-20T19:46:39+00:00
Brooklyn|345|AVENUE U,ok,3071040415,3427376,"345 AVENUE U, Brooklyn, NY, USA",0.8,fallback,345,AVENUE U,2026-09-20T19:51:08+00:00
Brooklyn|345|BERGEN STREET,ok,3001987504,3396733,"345 BERGEN STREET, Brooklyn, NY, USA",0.8,fallback,345,BERGEN STREET,2026-09-20T19:46:39+00:00
Brooklyn|345|CHAUNCEY STREET,ok,3015080060,3040808,"345 CHAUNCEY STREET, Brooklyn, NY, USA",0.8,fallback,345,CHAUNCEY STREET,2026-09-20T19:46:40+00:00
Brooklyn|3509|FARRAGUT ROAD,ok,3049990006,3000000,"3509 FARRAGUT ROAD, Brooklyn, NY, USA",0.8,fallback,3509,FARRAGUT ROAD,2026-09-20T19:46:40+00:00
Brooklyn|350|HENRY STREET,ok,3002957502,3003099,"350 HENRY STREET, Brooklyn, NY, USA",0.8,fallback,350,HENRY STREET,2026-09-20T19:46:40+00:00
Brooklyn|350|JAY STREET,ok,3001407501,3000259,"350 JAY STREET, Brooklyn, NY, USA",0.8,fallback,350,JAY STREET,2026-09-20T19:46:40+00:00
Brooklyn|3510|CHURCH AVENUE,ok,3048890004,3109467,"3510 CHURCH AVENUE, Brooklyn, NY, USA",0.8,fallback,3510,CHURCH AVENUE,2026-09-20T19:46:40+00:00
Brooklyn|3511|41 STREET,mismatch,,,"3511 41 STREET, Long Island City, NY, USA",,,3511,41 STREET,2026-09-20T19:46:40+00:00
Brooklyn|354|RUBY STREET,mismatch,,,"168 RUBY STREET, Brooklyn, NY, USA",,,168,RUBY STREET,2026-09-20T19:46:40+00:00
Brooklyn|367|SOUTH 4 STREET,ok,3024380040,3063386,"367 SOUTH 4 STREET, Brooklyn, NY, USA",0.8,fallback,367,SOUTH 4 STREET,2026-09-20T19:46:40+00:00
Brooklyn|370|50 STREET,ok,3007900035,3013203,"370 50 STREET, Brooklyn, NY, USA",0.8,fallback,370,50 STREET,2026-09-20T19:46:40+00:00
Brooklyn|370|JAY STREET,ok,3001400111,3000262,"370 JAY STREET, Brooklyn, NY, USA",0.8,fallback,370,JAY STREET,2026-09-20T19:46:40+00:00
Brooklyn|371|NEPTUNE AVENUE,ok,3072600114,3196333,"371 NEPTUNE AVENUE, Brooklyn, NY, USA",0.8,fallback,371,NEPTUNE AVENUE,2026-09-20T19:46:40+00:00
Brooklyn|375|DEAN STREET,ok,3009280001,3429236,"375 DEAN STREET, Brooklyn, NY, USA",0.8,fallback,375,DEAN STREET,2026-09-20T19:46:40+00:00
Brooklyn|375|GROVE STREET,ok,3033190044,3426133,"375 GROVE STREET, Brooklyn, NY, USA",0.8,fallback,375,GROVE STREET,2026-09-20T19:46:40+00:00
Brooklyn|377|MONTGOMERY STREET,ok,3012960052,3034169,"377 MONTGOMERY STREET, Brooklyn, NY, USA",0.8,fallback,377,MONTGOMERY STREET,2026-09-20T19:46:40+00:00
Brooklyn|378|WEIRFIELD STREET,ok,3034070026,3429032,"378 WEIRFIELD STREET, Brooklyn, NY, USA",0.8,fallback,378,WEIRFIELD STREET,2026-09-20T19:46:41+00:00
Brooklyn|37|BAY 49 STREET,ok,3069040015,3187029,"37 BAY 49 STREET, Brooklyn, NY, USA",0.8,fallback,37,BAY 49 STREET,2026-09-20T19:46:40+00:00
Brooklyn|3801|FORT HAMILTON PARKWAY,ok,3052900035,3429279,"3801 FORT HAMILTON PARKWAY, Brooklyn, NY, USA",0.8,fallback,3801,FORT HAMILTON PARKWAY,2026-09-20T19:46:41+00:00
Brooklyn|385|CLASSON AVENUE,ok,3019530007,3427219,"385 CLASSON AVENUE, Brooklyn, NY, USA",0.8,fallback,385,CLASSON AVENUE,2026-09-20T19:46:41+00:00
Brooklyn|386|WYTHE AVENUE,ok,3024410024,3063399,"386 WYTHE AVENUE, Brooklyn, NY, USA",0.8,fallback,386,WYTHE AVENUE,2026-09-20T19:46:41+00:00
Brooklyn|388|5 AVENUE,ok,3009930035,3021600,"388 FIFTH AVENUE, Brooklyn, NY, USA",0.8,fallback,388,FIFTH AVENUE,2026-09-20T19:46:41+00:00
Brooklyn|388|RUBY STREET,mismatch,,,"168 RUBY STREET, Brooklyn, NY, USA",,,168,RUBY STREET,2026-09-20T19:46:41+00:00
Brooklyn|38|PROSPECT PARK SOUTHWEST,ok,3011070005,3026781,"38 PROSPECT PARK SOUTHWEST, Brooklyn, NY, USA",0.8,fallback,38,PROSPECT PARK SOUTHWEST,2026-09-20T19:51:08+00:00
Brooklyn|3902|9 AVENUE,ok,3009160035,3017937,"3902 9 AVENUE, Brooklyn, NY, USA",0.8,fallback,3902,9 AVENUE,2026-09-20T19:46:41+00:00
Brooklyn|3916|15 AVENUE,ok,3053467504,3000000,"3916 15 AVENUE, Brooklyn, NY, USA",0.8,fallback,3916,15 AVENUE,2026-09-20T19:46:41+00:00
Brooklyn|391|MEEKER AVENUE,ok,3027230033,3067912,"391 MEEKER AVENUE, Brooklyn, NY, USA",0.8,fallback,391,MEEKER AVENUE,2026-09-20T19:46:41+00:00
Brooklyn|3924|9 AVENUE,ok,3009160043,3017945,"3924 9 AVENUE, Brooklyn, NY, USA",0.8,fallback,3924,9 AVENUE,2026-09-20T19:46:41+00:00
Brooklyn|396|SOUTH 2 STREET,ok,3024250017,3063215,"396 SOUTH 2 STREET, Brooklyn, NY, USA",0.8,fallback,396,SOUTH 2 STREET,2026-09-20T19:46:41+00:00
